"C" "E" "G" "N" "V" "W"
37.4681001708412 36.3420662785843 47.0570614123629 46.5328929334663 37.0002395236355 32.6856759052895
42.1947519104214 49.6442647989915 45.3410245959389 51.6887249464663 52.0559051592013 47.1573780069388
42.299548175397 34.2258453359782 64.4949626528713 46.7063021985376 46.09082105609 46.6926377695118
53.7922438281651 39.7984745680988 39.3135727632542 49.485163040943 40.7651143985451 58.9764328628375
49.9762051185304 52.0535273862679 41.4463536626249 43.878499813642 45.8248563738795 49.3824161843976
48.7052424807899 41.7407497396934 47.1937699804255 36.5347923483392 40.9328119686893 45.7646275292384
39.103808456482 51.1985997716344 40.0565992370434 46.6688053710801 46.9941656634446 50.0592099506905
37.5422372322399 52.8959996016878 40.3148568212795 43.0286336653907 41.6937658318909 39.548556266315
35.6398206973504 40.38448514323 38.9268180735823 58.8970234308327 27.2293282346058 22.0693699501584
35.5220324375396 38.1443193022644 37.4801411436106 44.8644143010247 35.7403921828139 40.7023220828906
65.1785807285468 52.7006612708836 44.7617188101264 53.3429328135822 45.3806186163736 44.4969182805139
54.1959712646945 47.339310761894 45.031500427333 53.3861185222513 49.3382836390947 43.0157236615437
61.0685462346175 62.9549847533924 31.9396874319805 62.9605840105433 49.680315488629 59.2512411814112
62.9402801462645 37.5629665683342 44.1792407531067 56.2366830417208 38.4611575128854 54.4925470829706
50.6818994401789 61.1741752361751 38.9111037557322 42.0311262603386 55.1622144586538 49.0072318032427
57.1471155172692 43.2799429374515 39.8503799050799 51.3079705511065 40.2578818419039 52.4445505806701
51.7363246195889 68.6922700088437 48.3769047644318 44.1284619276262 64.5745674329772 59.9669116347878
62.6548560340791 48.4442478799527 55.6305581899452 45.3197548540188 54.6947950739948 63.6219326858126
53.7443030001337 53.5160542938278 66.4781747281506 50.6042459257197 60.2743243415543 63.1563501844551
42.6139418407713 43.4990644008863 42.2664657605631 37.4932168218406 45.1535702723569 43.9633601085983
67.1577549414013 62.7668535736962 66.059096288573 44.0731499161628 64.120127742563 75.0449411000715
69.7026381129482 53.6424695900003 38.4219145230559 74.9799838167323 54.4905571870955 61.065521788866
30.7480716856087 36.1537894694187 56.5658846433281 43.2144808578981 44.7409891863432 43.4687160297423
73.4294513670481 46.6890022196068 75.4899107071786 71.9365061860538 65.3080847890753 69.9338299406645
34.9607383313716 52.8662057741737 49.6523961019616 49.9462275032856 45.9422783666447 37.2111838517516
53.3251533096608 41.6568698668066 43.3036642033804 49.3519751070889 43.2597277551752 43.9777939108834
53.25002388133 58.2486502839536 49.9239524428903 48.2686942556172 60.5244761864275 58.2371115947924
52.3160704237122 57.3809675258326 67.7708444814343 29.6058112637099 67.7558170907077 66.2026517164981
40.1910413369943 65.4860689431601 38.6139226324909 38.4483625822381 53.5857953917423 51.0825491941303
41.5769201724682 60.6882373328198 63.6782717942326 32.6338891667927 67.6341091377156 59.3419916129817
59.9529156275064 45.3040556366698 63.2956479078236 71.2587919478671 53.723722544386 53.8729919944883
57.1128261035932 49.2945854956317 53.3647279720382 45.7342447058808 54.0258080110109 56.6109008349886
50.6872246925803 40.4401807057246 50.0689283844196 44.9544268882436 47.3487099397919 55.33296739028
66.0133711546578 53.0275414229497 45.4453126183857 64.3857274049212 49.8078328207386 40.2909373106588
61.3799598500263 74.4953710240296 46.3347606712607 55.8423884231036 60.75069470818 57.3316158183812
50.5477603267693 59.1661608531652 56.4828656750315 35.5414121320035 57.3466772214026 49.5114621644037
56.4363541639366 45.6071241030824 70.7027086133094 61.2601212615462 54.6363542586761 47.8929588921531
45.6390565425566 35.5751846351478 48.4660158753303 54.3318002520844 33.6122368179135 39.8294653628271
59.9829898739 52.6520346598065 36.0929905329851 51.5403647783136 48.9887282395481 47.5345569217243
45.5464573130215 42.5834002644171 42.7641822288985 42.3736784782398 44.467377197713 44.0739249961905
44.7863899591591 50.4653777613409 52.5826176216785 44.5915827139412 58.6113641810752 43.5807347036879
42.458614272896 62.2461808791767 46.829408850388 46.7416225296817 55.6049666287517 50.1110327268188
44.7062481511175 42.6925259790205 48.2221004233571 38.6987469727326 45.1834817739322 51.9678633583726
53.1100517234138 50.5254119549696 48.3000592314546 47.6712191428067 49.1391711567462 49.2465881369214
45.7427803570869 61.0341147381821 36.2769811412331 38.8047823266979 53.9862892241821 60.1791745457261
54.9532959808614 44.0556612066125 48.2621282958597 63.8340483738704 53.6256979436844 50.7910469263476
55.4417552822043 39.9870861486359 58.5023225712188 59.6208541329887 46.4398398343821 48.952005972898
55.8957921074815 40.9240734312796 56.9760871166825 35.1297384164232 51.5796086839079 55.0410342450544
44.326446846879 37.2759320532217 55.499973510911 29.0596954285133 39.8366083038694 55.2013261344068
52.7444823039658 38.4470692559651 45.9726802455238 44.4105577753465 44.9044747828886 49.2443889888541
63.0235512535688 62.3966081341707 48.0840622952152 42.5993172557977 58.5176836104772 64.8441034384978
45.2373562154732 42.2168400649187 38.0547212039749 52.2341645500815 43.7714096219023 49.4658148592699
33.0077277842819 49.0597326235262 49.4684118125668 58.2755374858794 51.7237116842853 33.8895358602102
49.4199378363135 58.5544153863046 52.5519600099583 38.5677027747774 62.3884307791214 54.1335165068825
56.901092874106 54.7498308150182 67.0596400724008 41.5124835061327 57.4431485610184 58.3273993127225
53.962093047611 45.2170460745024 60.0151325236345 46.8823056528483 57.8906989783443 67.8657907483391
45.4597142321034 46.9170013580967 45.0441655699854 63.6502305639122 44.9984375811649 51.3033043310182
63.0792834013282 50.9330295224385 53.5555029699975 46.5501043253753 52.8590953707793 60.6578772449058
61.0469795714906 67.5239305505999 38.6539195646615 60.5143220479411 55.8462882958052 54.0777612771392
36.4903573455614 45.6375900692302 58.7820362695229 46.9782992819098 41.9217161533992 41.3011726935836
58.8618357260255 47.5063384157879 59.7291675337612 48.5285786538597 54.3915149271628 58.6116045611853
42.3883429972734 40.3724158906467 71.2111710537568 55.2304602653763 50.2367702570283 39.2533859966347
46.8204507761828 56.3514775514225 54.1452353437499 49.6809115330509 57.4862911423899 41.1854211304914
53.2011855176046 55.4607075734193 45.2528152647064 38.7970254610234 56.1935237842235 44.6472479156304
65.9810295053578 49.7908136070753 50.6599349370446 68.0241588102342 66.9808781961049 55.1426024254838
45.75015641746 56.8948036481927 44.9752221760613 56.8650537017136 55.2047613201954 49.1607419533796
45.0766661376422 45.6464889036887 41.7400141287066 50.9830232841071 46.6780730531321 51.057187973622
53.4876044692583 46.1820407309966 51.6698927975298 47.3907148302326 46.2590279107492 48.4535673875631
58.5127870313299 47.3507772914671 41.0373537375524 43.8533505145535 46.4442514462487 56.149892885294
34.7054115654453 50.5624791111367 51.6818538765576 33.7528523762282 52.7956362303839 50.5981242550417
57.9299399256226 42.1697166617107 53.5496826101485 48.4519119381667 50.1353049920447 51.93584647196
53.2333761203143 45.6409765444788 49.4789488312887 60.1533817355872 51.3882077823617 45.2623528749326
58.2054956046317 59.2689740093198 48.0406538128375 51.8341805357859 58.9940477492131 56.7350035898412
47.4342471198698 34.2324907221236 43.5093024839424 50.6767251739454 31.1465690922192 40.8339327415814
45.1241961284666 52.1435003782835 38.9023276860127 59.5003526631282 46.0711125137289 48.9000546984353
47.9134555077957 57.0140087004337 58.4927420265506 46.4530397747031 54.9321341558439 49.5945509381444
59.24714569302 52.145209480099 50.2236252607602 36.8094467004338 50.7357012148431 55.6194454204583
57.6120128955812 63.4709545499227 58.3114061730684 65.6052104735546 57.0784140608552 44.2190908789581
50.3071082144308 49.0403142411716 37.5571214865577 45.5560174377573 40.3585536051158 47.416838933475
61.6287360545285 51.9718850320911 51.6902641376617 46.0669762135717 59.8786006073811 62.6656387265897
52.0092150604828 44.177426750621 56.7316630694768 57.6435212664284 54.9616534821169 49.2697988600888
51.0091562042857 43.6792974438375 49.7372362355147 46.1384847254271 45.5357002021123 50.5094543480677
66.6751237163779 51.1413284785868 48.0860783144398 50.7664702232002 56.4639026782568 60.7026156513927
47.5118747173637 41.0134695808094 42.1809335330012 74.5645560712248 32.4807506450723 38.8802193807359
52.4887454278166 51.6369074625447 70.5816198776349 41.6004319096598 46.6010270186179 54.7635327582639
53.4348160328727 36.8217945224278 57.5050145315583 47.1630026404213 51.7292999385376 43.7180054537467
53.101663999123 45.3599488598896 68.2420830237829 55.4386990267955 54.0932095486067 52.0237507773454
49.1503211415038 50.0006100353779 50.8005964109199 55.1356681462316 56.2300962200519 54.6732109922299
19.7935195633644 55.6738335113664 43.6859070103363 37.2280116300709 46.288998649773 32.2417892156176
47.3319094279342 55.659653903865 34.8671187996627 37.0805253046234 50.0110438702798 55.7014472445564
35.4094957654653 16.0565740932806 43.6390016891495 47.7152520633152 26.4742554875681 31.027374947228
52.3833242852321 38.5663601216987 52.2630153249716 46.7680530893927 42.7924507592276 55.8702911440774
60.4162445914485 52.9461157711057 60.1369034746575 53.67728381439 60.7767946238951 61.8536161664272
74.8221815187157 60.6934050460919 52.5275013506634 69.9671461402722 51.2707564714141 70.1490549403029
51.7010593222223 41.6900485114761 38.2805168715888 57.7166893464292 37.3294156263802 40.5905847826426
65.3598979161669 49.9204833154421 56.6871432852503 53.6142309696135 56.5054478338251 51.7937427248724
51.2968780676566 38.9488621275473 33.4989906515564 55.0042935996761 30.3231924674452 40.3717510285173
54.6113651785983 50.6236531382766 46.341477518081 53.1692038673345 54.7188927240254 51.2395501147294
45.2313591119271 39.7531937152352 46.8388167116692 39.486955150664 39.5055047938848 47.6344596078737
59.3663847587888 46.8353441132413 30.5175395267863 53.6603295205272 42.8082417716173 53.8725697776319
41.7213040652685 28.5521485013615 59.200575223909 37.4971754548309 42.1208489368545 41.9720122334434
35.8375356867455 54.8706934842456 43.7712840512113 49.5905489419642 48.0653554010951 54.2765148766736
36.6200492449903 49.0615416477919 46.6596335000254 50.4679551975437 34.9433779770434 30.6845129020074
65.2074708846554 58.5520712688946 63.9514789252962 65.6546801038989 52.933242620336 53.0909090496449
35.9260633935234 45.1501313465223 56.3667441103895 50.4188938305518 45.5329899586029 32.6416768547943
58.4593657597754 55.4182309638936 48.9156830300962 65.3769704529162 55.0076780520106 48.1917875938202
59.7852654350735 40.4323219657618 55.1376277840467 53.7384379381024 43.4242429266733 55.8131294025059
53.8089261343296 59.9951946996156 53.9927180727396 48.1388998328156 55.2908707549832 59.0078542142688
52.9237024975956 56.4173739907313 66.6285644743041 34.1022153882911 60.1389862454701 59.4691169456157
62.1211976396003 49.7453986971005 52.7589340358548 50.5853790817564 47.1687234228038 43.3017921805695
53.816150907767 38.6302021524121 55.0627262320769 63.9304665060637 39.0629051379448 52.0468523943591
57.4901063593865 50.1865956899961 53.4755197502381 41.4796150839615 62.2869512817823 57.4366193252243
57.0288235338772 46.6148491752187 46.2276235250369 63.1405209038018 39.764697236782 46.5422364445758
48.7253843512215 51.8156017058534 50.9761946310924 49.2201602964123 45.952530771576 43.3359808653378
48.2002323378276 47.7678052839613 66.3874464512173 40.1383346110046 49.3985579534422 45.660478960089
57.2528809522234 50.6603144697918 41.2440752581043 54.809945608804 44.1236608099108 49.2197966216464
53.7155045532537 32.6343947832557 51.2175999864105 40.8981518923263 32.0173654018352 37.4310242242588
55.5280196515576 53.9642345197267 63.6213066084498 58.9640501883413 56.2559608302126 46.7051148570576
53.3705483707874 50.293773619435 47.6537891307729 49.7130447952 49.7781521944553 45.8784231750249
49.3554609975751 55.1290231896627 39.4661719205691 42.2483715401006 51.9864897265758 59.1368703580414
57.929331829802 49.4168169026507 41.3021639436409 45.9651932366383 49.0866047892193 58.6018483962261
31.6629476363609 43.8133539815906 46.0987297035295 55.0857555048173 40.4934510438567 42.4975925171101
41.2239498085343 43.9494371327791 41.5264992687043 40.1067663691505 40.7215236536427 39.6048166009064
50.2562971939108 46.0949935071625 47.393606079006 60.7827333074088 42.0493591677423 40.9944580299413
75.0244815582311 61.2760002494735 45.8558029365811 57.044229769223 59.5857821460577 66.9871617297176
44.1705827735974 54.3287734623867 48.1694920228057 38.7326012058892 55.7204462523567 59.5319934865184
42.2798094703735 37.6683705334479 54.0705609788058 33.659258840138 39.4953372234623 40.1861983518887
52.7469818429027 41.3049069838874 56.2463312820215 50.1639369164185 45.3006326777714 45.9336856714012
63.9101035502326 45.4835530151245 66.7820574370471 59.8192999296358 63.1661841185449 61.5052686696157
37.867302669647 50.9060283285455 49.3130634643501 37.9429394642917 55.0478376073077 51.0472097532069
51.5278724008671 51.978543609759 46.7916008734182 53.7529788920901 44.7570303039859 57.6373084930094
70.1724933291918 59.9125097508304 64.7100571704891 50.9150021801454 59.5805787188157 64.4070905641529
46.836511165877 38.0769646006894 67.043293978271 41.8961926456193 56.5486600132401 57.8461855664274
54.2738388502015 66.1011423501448 50.4324403755753 42.034906690373 62.3115817470994 52.1104437229699
36.5608121915797 46.2929411885873 46.6734268086648 33.5391173200728 52.7917143792808 46.045236960233
39.3431620669096 37.3629352727021 31.777645824369 60.4606296083459 28.0535970374788 46.2346474535033
56.2960846016987 50.9429562753206 64.1126239874678 60.2036440700919 59.8996838016615 55.5736480483806
34.5447760726994 37.6163085709159 41.6241756592314 31.0312403174632 38.2656955068781 43.0624363414276
36.7974030285826 47.1778296698883 38.7623720560468 50.9105407944854 31.9763056769646 34.1202293194725
69.2070279986835 64.8725384067345 80.4376588609529 57.2439783986206 76.3865893238863 70.7529283820932
56.2887129930449 44.9858157824883 52.3502130825067 61.3316042546751 40.7253866770895 49.8101502208897
46.4490141034736 47.0883312564808 49.6674138988669 32.0821334098527 45.4461628704104 47.5906684946119
38.9251130878223 52.4622734961086 22.677804770442 62.6685294650307 44.9045572972495 42.6696665842066
58.5157037224736 55.2418892567175 49.002094115581 51.7019369860134 62.3221295129113 67.5854333343123
67.4737582817912 59.9960489422616 59.760317349224 63.7576028806478 62.5060315292974 54.7174638454634
58.3882899172663 62.7402491156743 54.138689154511 52.3963848446856 66.0776578183647 70.4462727996619
56.0681965552063 42.7526344606218 59.1232216161011 46.5845560159105 47.8821438324911 59.5680543882095
64.8112472757302 47.3649697404641 69.8373220068438 66.0638388769411 54.359902774069 58.253770170259
42.2007165569236 43.0309050757798 61.6910851401363 39.5937841882617 49.3157499045523 46.2439320713238
46.7729906881252 50.5438705346194 44.9126298458478 46.5422049772179 39.9687327315807 43.9959748685582
49.9798135875842 37.6309111737941 57.0418017846551 42.0701225821844 37.5851088768518 50.8932376115878
35.6153152155502 46.035796873345 48.0158372617792 41.8283992014242 50.8977002076425 40.5519959885264
46.1592776190827 51.4372700946638 44.6192921111514 49.9756155459129 47.4425217062567 52.4472621077607
37.830715259509 51.3531618209576 21.4424134498077 44.1688827090846 31.7660166167264 29.7146971686323
45.3785160603112 56.2572112410713 42.1035314773624 29.3288369189101 33.1053319265605 42.9721008212609
43.2165386536946 49.8185017567448 54.8781463516368 42.693373178066 42.6936189882316 40.3661814775301
44.6365739674445 53.7348995679782 71.6803253951933 61.7300549604871 66.7288519947129 54.1213483623261
39.3522488070216 56.6334239911818 55.0069461428079 53.8144242630034 57.7455833354663 38.1290283996651
55.1415928004529 47.7548484792503 56.2021020366732 52.2516562901748 52.2890610358626 50.8672937446654
38.0205317953684 62.6557894931192 40.3409678986642 50.323229782497 56.5888201874713 43.1297097932314
47.902651718663 37.1474289680362 51.6265470811827 64.2012907136806 43.1056725645568 42.6444719792133
49.1557144780766 46.271432804237 29.2176245811262 42.3795833082499 35.4979922397138 51.3911594249708
47.0023016768773 50.8749216134438 54.8522682056925 46.9635765263663 46.7052672704273 54.1901291379408
59.1028544259729 49.2623586487582 56.9676877856491 51.0912755286668 47.3208913303238 57.4429505191765
50.529378007746 60.3730913874285 51.8551391558306 52.2909630159497 52.7476302478932 39.7914627450682
52.9413635056142 55.7204740055195 57.0073351554446 44.4759606577027 53.8137358078154 50.6667559435342
46.6063351383164 48.2327564347352 53.1168102866136 50.1636406369673 54.6588191355697 47.6200724647782
51.1208236413473 44.6487091666997 57.6046236196784 38.9113759724217 45.6815747418634 60.9742781114913
81.5026038365231 71.4417244850534 68.4246362620766 63.3594019254416 73.6659907664512 81.0705402251314
46.3026416135211 41.7253286383147 61.123628412626 58.802361500519 55.3987305113306 42.067458621441
54.4264910345155 51.9598458477859 50.3266395750144 53.8914346746184 48.5477595290118 45.030206551602
54.466881793463 52.1966945338256 38.8555103520264 43.9348337358677 49.0536754148749 55.442225964006
57.7101318673657 59.1012060024801 54.1805782238508 64.2545491972491 57.9168834963233 49.0128005298329
53.4896950554354 71.8271407716357 45.9976476265684 60.4538216814074 68.3764270631545 58.3537940040503
55.5243449020985 49.7355626874743 64.9349310261748 47.9720839447489 58.9526490393192 54.9140209282744
47.4695736645765 44.4916057089205 33.9291906015028 58.4206252602008 38.4035206015659 42.1296374055687
40.8778287522664 44.3549975724982 45.8424821159849 26.1243918933437 43.2368638749563 40.6360278742447
42.704639514695 49.7657390086072 54.2200837321742 40.2294890526173 51.0337208200338 49.1898353195132
45.1698564735416 38.1873968299732 48.4826346346502 37.6372256151504 37.127107304857 53.6582527257611
55.1530875371995 65.2249941231963 43.9384888473578 58.9752946188765 63.0187308339799 63.1242008516765
52.7051254636886 58.4259798337927 46.9527893103329 47.4369228333145 49.3888547595781 50.4950219162056
53.1557584297175 62.8584691745265 56.2953609988447 51.8286219471272 60.6549002421771 47.8981388474222
50.4763062605174 55.2712629824275 58.9517198027554 38.2035161611378 64.2358994085613 52.4413464555278
55.564829897721 71.8027006808844 56.6021263182041 46.2670973881023 71.2033336202789 73.3516105275297
45.2690525599275 29.5525973934549 72.7348352044748 54.924086478786 47.9841344295272 44.7837618145472
44.7867971066703 40.453359853131 61.7349757263239 36.2557185896853 46.8759448984323 40.8938022760793
34.9116840209987 50.6378559003304 52.8770972831379 51.5747547821132 39.520834273306 43.9235029815266
33.4778580196015 45.9224404063623 43.4022990617869 32.0226004577332 45.8506940023366 52.27545903518
54.4857261957069 54.1432087729852 79.1914013071762 56.7394896227952 71.4689639979768 61.9621430353575
65.3444761437308 49.2377460769366 56.7741550043833 45.1083344344432 48.4673118534822 58.3214001248668
52.8434255101607 46.8284440672192 43.1567965586399 42.6420395760545 43.6266270886067 60.8770853865992
63.7701408079792 47.7232986226543 51.8649208308097 54.6518511045081 46.2277997410459 63.5557613417637
46.7408866349167 55.8616071029388 46.7560669951634 53.5414718899073 54.8467853263129 46.0725865654247
55.2066254318357 69.7802763062019 47.2529578177419 47.1445649306825 55.2516757679847 52.309190783816
42.1671151382332 40.3177073560975 40.6649665941013 47.0086422312542 37.4373328213678 37.3675352166344
49.2031401814005 57.862708611346 51.1684534498608 42.4961185558213 54.6060204383905 55.5570856957501
68.5664745724149 62.0834050342075 53.1916023864812 51.9403437583531 62.732551837592 72.3651024460862
49.2082659342451 44.7213214157243 39.2245787724057 50.596480814101 43.0762221798762 56.7783236910309
41.2223503398856 54.7730232401898 17.6684786707686 53.0504768499247 41.688265263579 40.7478838697196
52.1546003404561 54.0238053201424 47.4512534734547 58.3590823966096 59.9041138298286 47.8533530350458
60.1226543109097 55.6611635154644 50.2951783032148 50.2831712532442 57.2187387359741 56.9408655003269
56.2130307108383 30.7221771390023 55.9427377411051 54.3994553344804 47.653277253033 53.6837845717992
57.7280739165128 46.9927420637049 50.591351681788 52.8875811077675 53.8049203632833 62.1754632345477
49.8338683105606 66.1234815604274 54.1339889473705 41.2696539677606 65.6840717852132 56.8623683942843
63.0964659906936 56.1966366268837 39.0222782542958 61.5374871927464 49.1243306716101 51.1932044142258
39.8208965844054 39.6819701244126 57.1117525727044 50.4403785366437 45.5067283463468 42.3871930174185
44.0950137704606 43.6728406916745 57.1888872985414 41.0410389564246 43.736740562791 35.3008493990848
59.0365520653032 45.2483419056287 52.5165106902897 58.293976405942 54.4183761539756 51.3606783326798
64.7292128163057 53.0783091889682 63.5727443615177 55.0380391404243 71.2300342694022 63.4962342573923
68.0101138010412 59.890524467055 54.0446847127861 47.275439560218 48.5463874624513 58.4681106264209
55.6370756307205 55.2431702749894 52.6436426983794 42.5362478640392 49.2956781065641 41.0111547684946
52.0914407381936 50.9510840206476 52.680439041437 65.7390796313958 57.5433809586788 54.2639033185857
69.890212226855 49.8013639293 54.3693057703948 49.6147658738819 62.8767411852753 65.6090680928514
63.9413312134923 53.8774186722833 60.6012390548736 55.7755353261825 59.5569177922773 56.9463227174515
54.3995279936982 33.4459347746206 54.5219039652872 61.4014446968734 45.5106691270288 45.6387369985988
46.6329047199435 55.4888289962017 56.6319861568706 47.243457698147 57.6648430735374 48.7922243019588
45.6221028059721 59.00919334374 38.6362644600917 53.7698329219143 40.0078653746307 38.3067975804572
52.2934861308378 66.7909247827135 46.2950248290788 48.5057769308933 58.92145615082 57.141777369087
56.4650985112451 43.5419219394693 64.7696958979247 61.9153964582855 53.2382007531221 48.3575986027166
31.885322424953 50.9107544471987 37.7609624948624 44.7346184596708 44.8735369947849 48.0352673862968
57.436424288072 45.2851403244185 52.5806838739611 68.371156955461 47.9339422952926 52.4550333261728
51.2804560634461 31.7298854532461 54.0500280543352 40.04036174698 42.1705541386409 52.2044418374965
47.0857216819026 40.6040415709732 59.7580332180945 60.2084235956704 39.7463380881147 43.2970406497145
50.2856845544928 59.8355512239681 46.5112326346009 53.5796066412719 63.3552572549837 52.7977015151678
48.6960684731964 58.3560033482209 51.5862543949126 36.1141134922245 60.2470330830772 59.4722612977282
40.8447352829315 43.9723725028435 32.3674493345885 44.0334741344728 38.6332228829147 45.193221599709
39.2926419892277 44.2549613173081 53.3859604709991 46.386708371578 36.7609369335242 34.3993192079599
37.9631412996851 41.4209127271076 43.3343497044073 43.8667135269292 36.7822920859197 31.1763234102
43.8496946652756 48.8424647040456 47.6135337567236 45.0656864838053 45.048126227321 45.1001051539887
51.9202793563579 48.2975892350963 38.1223471754281 48.3678680265937 49.8954039294593 53.4061350728562
46.6160158860119 41.0873755264349 53.8493532176858 42.9392266969384 34.476077478158 42.529571687865
56.2351182478147 41.8339533084511 56.6657951565448 33.8910267473861 43.5897273139311 54.1161379761029
55.7393314688285 54.0264936483462 46.9538611054226 52.2053674101684 47.3673907518125 44.9377722458319
58.2859168706977 51.8525401054703 68.250110640863 66.7302057214909 51.0499034548209 61.9642993896579
46.7718562980128 37.8299522449151 56.7055937056759 47.1916324268016 37.9124489243966 32.3527637149182
50.8079120613004 53.3044463422422 59.4863257325515 57.2234521327118 62.6548346895138 62.7060519217514
59.7508318668315 51.7585498016477 70.4940300167091 53.9393201655299 69.5641009016066 64.8542844084395
41.2394920423546 48.637311639135 43.4888639076246 43.1402935391762 39.4493490353908 52.4634658825585
64.0669939597491 54.6264171012449 58.0861927284629 47.665477236075 68.022694394667 63.181669060126
56.8680018666492 56.269450947522 59.8658061395456 45.3057938369229 67.3820795305865 60.4069218919715
51.349256270691 73.9352037945099 49.938292039093 32.6804134339731 65.355840309769 63.7238771336898
49.8386367670455 43.56261795858 53.1905235793191 42.1274603643345 46.2387097081679 54.7493036489017
47.0217924032501 43.7539832657674 39.8817809725816 38.8417181727014 41.737367889516 50.8977290815921
50.005356270574 44.1230631876721 54.7016754772639 46.1804465078552 50.9830804209572 46.8582763552271
41.4125768842066 38.9388788735476 42.990296683709 43.1170916486441 28.6022096762051 29.9835182564601
58.0456840343042 46.7635496858043 58.1368286252649 48.3822507569815 67.4412800242731 58.6653990533974
44.9510174062224 56.9247163297226 41.8856921600723 49.466779247982 49.9776669302833 43.343438627727
46.025949612499 53.6346897815342 53.1939748709946 68.3800704398149 50.5161153453516 47.7395528903717
55.5036892038337 56.7174940189286 41.5347734683638 65.4825017711886 55.1095320065174 51.6061351410804
48.2212878414138 34.6603870672548 47.5423682087127 44.4137382693242 39.1868866787546 49.0115974269749
40.7792713349561 49.6105910041371 34.4714098889454 34.0098222426653 39.5625830682161 38.3539657110217
54.1733563461083 61.4773056684135 51.2843403292575 54.3500832489534 58.6060384094599 55.8405150802769
60.1886051007547 54.3257852391883 59.8544338940487 60.6927017762135 54.0002529914422 52.1299571922284
52.767174649894 57.665392192533 51.8324752306719 47.5202646473281 55.7817307940797 67.8341791654023
45.4292463536689 33.3095520345474 32.3377078656954 26.5815280156028 31.2383133387419 37.6725901432946
41.5628837450072 40.7043302093813 43.7946630338406 48.0587965773581 41.4988220195057 47.1320752407645
