# index, id, class, gender, _pos
34,89,PC,M,"array([25.60877492, 42.21758667])"
35,90,PSI*,M,"array([36.88164738, 61.28385668])"
36,92,PC,M,"array([-59.30951041,  36.14730237])"
37,101,2BIO3,F,"array([-16.70674555,  11.22549513])"
38,103,MP*1,M,"array([-23.66968142,  42.42273673])"
39,106,2BIO3,F,"array([-19.55678441,  22.75204176])"
40,111,2BIO1,F,"array([-24.80650088, -19.51506603])"
41,115,PC*,M,"array([ 12.08129751, -17.12072065])"
42,116,PC*,M,"array([-12.01629851,  50.2257591 ])"
43,117,2BIO3,M,"array([-30.72680299,  39.50265536])"
44,119,2BIO3,F,"array([-15.58660179,   7.90538631])"
45,120,PC,F,"array([24.4781164 , 44.13053176])"
46,122,2BIO3,F,"array([-16.32308734,   5.10744968])"
47,124,2BIO1,F,"array([-36.40923046,  19.7759122 ])"
48,125,PSI*,F,"array([-56.25390655,  10.08483836])"
49,131,PC*,M,"array([ 3.326635  , 42.93540443])"
50,132,2BIO3,F,"array([ 28.95139779, -21.8100712 ])"
51,134,PC,F,"array([17.26656698, 35.37444067])"
52,145,2BIO1,F,"array([-22.19840272,   6.81089752])"
53,147,2BIO2,M,"array([-24.49212778,  19.64295204])"
54,149,MP*1,M,"array([ 7.58652677, 48.77043387])"
55,151,MP,M,"array([-2.0603208 , 15.14188293])"
56,156,MP,F,"array([ 1.60962546, 14.2509448 ])"
57,159,MP,M,"array([ 3.27297774, 17.47643653])"
58,160,2BIO2,F,"array([ -4.15903576, -45.73704205])"
59,165,2BIO2,F,"array([-30.37222891,  10.41102769])"
60,170,2BIO3,F,"array([-21.7341933 ,  23.86144981])"
61,171,2BIO2,M,"array([-13.40123565, -22.37201629])"
62,172,PC,F,"array([ -6.80518555, -19.67175069])"
63,173,2BIO2,F,"array([-27.30772565,  21.87937024])"
64,176,PC*,F,"array([-39.81636594, -12.54654083])"
65,177,2BIO1,F,"array([-25.40880627,  13.62271726])"
66,179,2BIO3,F,"array([45.5596085 ,  9.39665359])"
67,181,PC*,M,"array([-41.90138655,  -0.47847912])"
68,184,2BIO2,M,"array([33.57764644, 13.54839133])"
69,185,PC*,M,"array([41.35498938, 54.91755448])"
70,190,PC*,M,"array([-20.49249555, -36.6618206 ])"
71,194,PC,M,"array([-45.46712907, -27.66476563])"
72,196,2BIO3,M,"array([-37.34500376,  -6.13465202])"
73,199,2BIO3,F,"array([16.02317975,  3.7719381 ])"
74,200,PC,M,"array([25.48410537, 34.79039227])"
75,201,MP,M,"array([ 0.11778092, 20.89584185])"
76,202,2BIO3,F,"array([33.31103384, -3.69508109])"
77,205,2BIO3,M,"array([  7.3508883, -12.9909029])"
78,209,PC*,Unknown,"array([ -1.46677108, -33.08679702])"
79,210,PC,F,"array([25.72392179, 39.78914395])"
80,211,PC,F,"array([25.0472305 , 37.87720179])"
81,213,PC*,F,"array([58.0113294 , 17.26406474])"
82,214,PC*,F,"array([-36.01596551, -17.36936528])"
83,219,MP,M,"array([ 9.09234005, 67.32975493])"
84,220,MP,M,"array([ 1.02127687, 50.33554326])"
85,222,PC*,F,"array([-24.5757082 , -11.65024892])"
86,226,2BIO2,F,"array([ 26.89946247, -37.06954843])"
87,227,PSI*,M,"array([-3.20901431, 44.08481265])"
88,232,PC,F,"array([22.42344386, 43.05086496])"
89,236,MP*1,M,"array([21.73911088, 70.137721  ])"
90,239,2BIO2,F,"array([11.02455119, 60.20124587])"
91,240,2BIO3,F,"array([-17.84845556,   8.46869647])"
92,241,PSI*,M,"array([ 29.28675588, -15.69720229])"
93,242,PC,F,"array([24.239746  , 36.08056051])"
94,243,MP,Unknown,"array([-31.52382701, -22.37530833])"
95,245,MP,F,"array([-4.98054726, 19.93638158])"
96,246,PSI*,M,"array([38.32184354,  7.31771186])"
97,248,PSI*,M,"array([38.07387474, -8.45835364])"
98,252,2BIO3,F,"array([-55.56904148,  24.51355915])"
99,253,PC,M,"array([-17.09586946,  44.01760537])"
100,254,PC*,M,"array([31.66289827,  7.07127125])"
101,255,2BIO3,F,"array([-16.07340031,   0.91377137])"
102,256,PC*,M,"array([  4.22010009, -45.29551764])"
103,257,2BIO2,F,"array([17.67765449, 57.2806072 ])"
104,258,PC*,F,"array([ 13.63146509, -10.12745282])"
105,265,2BIO3,F,"array([-18.85179559,  17.26661669])"
106,267,PC*,M,"array([-34.75863311,  66.14664701])"
107,268,2BIO2,F,"array([-26.65844491,  12.28489694])"
108,269,PC*,M,"array([50.7940892 ,  5.02868846])"
109,272,2BIO3,F,"array([-24.86542187,  22.61369415])"
110,274,MP*1,M,"array([-50.06772332,  19.98705242])"
111,275,2BIO3,F,"array([-18.35356844,   3.26094137])"
112,276,PC*,M,"array([ 17.06024914, -20.83541255])"
113,277,MP*1,F,"array([-1.95905271, 75.60296485])"
114,279,MP*1,M,"array([-62.0841738 ,   5.43370978])"
115,280,MP*1,F,"array([-4.23726747, -6.40925195])"
116,285,PC,F,"array([23.87699491, 41.53381533])"
117,290,MP*1,M,"array([28.82118437,  1.23789178])"
118,295,2BIO2,F,"array([-24.83185629,  16.08318476])"
119,306,PSI*,M,"array([-53.93489195,   3.79016097])"
120,311,PC,M,"array([ 4.26455003, 62.14734592])"
121,312,2BIO2,F,"array([51.59320954, 20.82881225])"
122,322,PC,M,"array([15.22210797, -3.32585918])"
123,325,PSI*,M,"array([-10.90242705,  75.19471728])"
124,327,2BIO2,M,"array([-27.83351544,  19.99184487])"
125,333,PSI*,F,"array([-12.06223504, -44.33853569])"
126,335,PC*,M,"array([  5.9942645 , -19.60741878])"
127,339,2BIO2,F,"array([ 11.04946981, -30.72915726])"
128,343,PC*,F,"array([-63.57392093,  13.04803281])"
129,346,2BIO3,F,"array([33.76165548, 52.94765491])"
130,353,2BIO2,M,"array([-41.68419632,  61.339273  ])"
131,356,PC*,M,"array([ -8.03727606, -32.36657967])"
132,364,2BIO3,F,"array([-18.95864928,  13.97342004])"
133,366,MP*1,M,"array([  4.50865421, -25.86933241])"
134,372,2BIO2,M,"array([-29.54240775,  22.30722891])"
135,374,2BIO3,F,"array([-21.86948744,  57.44691553])"
136,376,MP*1,M,"array([-37.25514826,  36.89967132])"
137,382,PC*,M,"array([ 16.63171286, -27.46712341])"
138,387,MP*1,M,"array([38.32093856, 25.91989327])"
139,388,PC,F,"array([18.69994916, 36.83937208])"
140,390,PC*,M,"array([-28.29085319,  55.25769146])"
141,391,MP*1,F,"array([45.02892116, 23.74437853])"
142,400,2BIO1,F,"array([-23.39076641,  10.62941564])"
143,407,2BIO2,M,"array([-27.24072579,  15.52004754])"
144,413,PC,M,"array([16.01583908, 64.93290719])"
145,420,MP,Unknown,"array([30.77131158, -9.17311187])"
146,424,PSI*,M,"array([21.36774602, -0.34773764])"
147,425,2BIO3,F,"array([-15.59741598,   9.94760596])"
148,428,2BIO1,M,"array([-23.19402035,   8.15484379])"
149,429,2BIO2,M,"array([-30.42915355,  19.38969681])"
150,434,PSI*,F,"array([  0.42729742, -39.18335991])"
151,435,MP*1,M,"array([49.66304651, 28.4388226 ])"
152,438,MP*1,M,"array([ 42.18763261, -14.65249646])"
153,440,PSI*,F,"array([ -6.84310433, -38.85171122])"
154,441,2BIO2,F,"array([-29.06784051,  18.33424329])"
155,443,2BIO1,F,"array([-53.6981874 ,  31.49545777])"
156,445,MP*1,M,"array([24.12110455,  5.3002377 ])"
157,446,PSI*,M,"array([-43.16052015,  48.01538992])"
158,447,2BIO3,F,"array([-61.62014403,  -1.94759169])"
159,448,PC,M,"array([22.66619889, 35.75938545])"
160,450,PC,F,"array([-6.05568593, 69.38313055])"
161,452,PSI*,M,"array([ 24.44384051, -11.27971994])"
162,453,PC,M,"array([24.38293776, 55.47262212])"
163,454,MP,F,"array([ 6.12394033, 15.69724351])"
164,464,2BIO2,F,"array([54.9753178 , 33.93777873])"
165,465,2BIO1,F,"array([-39.84348627,  53.80128403])"
166,466,MP*1,M,"array([36.00823214,  1.7025188 ])"
167,468,PC,F,"array([22.81754522, 39.46091089])"
168,471,2BIO1,F,"array([-33.61313482,  19.76773594])"
169,475,2BIO1,M,"array([-37.20688053,  21.44474835])"
170,477,2BIO2,M,"array([47.63792742, 35.56036486])"
171,478,2BIO2,F,"array([-31.06036622,  21.15388159])"
172,480,PC,M,"array([28.10029559, 31.69066427])"
173,484,MP*1,M,"array([ 40.58442442, -27.47700938])"
174,486,2BIO1,F,"array([ 49.79844901, -14.70751565])"
175,487,2BIO1,F,"array([ 33.37839635, -26.35115463])"
176,488,PC,M,"array([21.46823881, 41.35669727])"
177,489,2BIO1,F,"array([-25.23466122,   7.40806482])"
178,491,PSI*,F,"array([  0.83063626, -15.35311722])"
179,492,PC,M,"array([-42.85748698,  40.34151982])"
180,494,2BIO3,M,"array([-21.10201563,  20.23758957])"
181,496,PC,M,"array([16.12395279, 32.45795305])"
182,497,MP*1,M,"array([ 14.66768382, -36.18454519])"
183,498,2BIO1,F,"array([-30.708863  ,   7.35195664])"
184,502,MP,F,"array([-3.75397556, 17.65191854])"
185,504,2BIO2,F,"array([-29.32307415,  14.99149275])"
186,510,MP*1,M,"array([ 18.24368413, -14.03908778])"
187,513,MP*1,M,"array([43.52455375,  3.05732418])"
188,520,MP,F,"array([ 9.33495096, 23.77991396])"
189,525,MP,F,"array([ 4.17181235, 12.03272141])"
190,527,2BIO1,M,"array([-14.14050494, -29.65610883])"
191,531,2BIO1,F,"array([-20.55588753, -30.35475923])"
192,533,PC*,M,"array([45.43894932, -8.36726906])"
193,544,2BIO2,M,"array([ 45.1387635, -21.2108605])"
194,545,2BIO3,F,"array([ 10.81276999, -23.99052993])"
195,548,PC*,F,"array([  7.61998647, -38.11463833])"
196,564,MP,M,"array([ 35.34248661, -14.32342543])"
197,576,MP,F,"array([ 8.99004277, 21.62516906])"
198,577,MP,F,"array([2.25467256, 9.41561501])"
199,582,MP,M,"array([ 2.91869175, 22.03640161])"
200,587,2BIO3,F,"array([-19.44379261,  19.82200395])"
201,601,PC,F,"array([19.62098898, 34.91066699])"
202,603,PC*,M,"array([ 23.13597826, -18.08925686])"
203,605,MP,M,"array([ 5.87123717, 23.31173789])"
204,612,2BIO2,F,"array([-49.7105455 ,  12.42776535])"
205,615,PSI*,M,"array([-27.26743185, -40.60847369])"
206,621,PC*,M,"array([9.94100455, 0.08535011])"
207,622,PSI*,M,"array([ 6.49734636, 74.76494433])"
208,624,PSI*,M,"array([ 1.7832579 , -9.39642662])"
209,626,2BIO3,F,"array([-27.61367815,  70.08215873])"
210,627,2BIO1,F,"array([40.0525872, 13.114235 ])"
211,634,MP,M,"array([-8.17767938, 14.32539923])"
212,637,2BIO1,F,"array([-61.77704963,  28.74228618])"
213,638,MP*1,M,"array([-9.96855134, 43.94579489])"
214,640,MP,M,"array([ 3.59967119, 15.61627324])"
215,642,MP,M,"array([ 1.35556833, 18.68396542])"
216,647,PSI*,F,"array([-46.95230918,   5.78782104])"
217,649,2BIO3,F,"array([-27.14769286, -33.14872664])"
218,650,2BIO1,F,"array([-20.3589613 ,   8.12851909])"
219,653,2BIO3,M,"array([38.69201665, 47.35507612])"
220,655,MP*1,M,"array([ -0.74094861, -21.15606249])"
221,658,MP,M,"array([-17.78837949, -11.29988829])"
222,674,2BIO1,F,"array([-13.72567198, -36.69719873])"
223,677,2BIO1,M,"array([ -5.1547791 , -13.32172741])"
224,681,2BIO1,F,"array([-35.24647851,  17.20054186])"
225,687,MP,M,"array([ 8.92832292, 26.85563577])"
226,691,MP,M,"array([-8.58760687, 16.49676208])"
227,694,MP,F,"array([ 1.22507042, 12.01255325])"
228,702,MP*1,M,"array([47.13650084, 50.00700634])"
229,706,PC,F,"array([ 33.82711967, -33.49712032])"
230,720,2BIO2,F,"array([-33.87987014,  51.0965897 ])"
231,725,2BIO1,M,"array([-23.68827356,   4.56191272])"
232,743,PC,M,"array([-52.30562356,  49.98650779])"
233,744,PC*,M,"array([-46.88403099, -14.78011631])"
234,751,PC,M,"array([28.38377373, 37.08546004])"
235,753,MP,F,"array([-1.36357433, 12.5309861 ])"
236,763,2BIO2,F,"array([40.70526671, 37.83253823])"
237,765,PC*,F,"array([-5.51435898, 50.71731032])"
238,769,PSI*,M,"array([-2.48544654, 63.15143557])"
239,771,PC,M,"array([26.04382752, 30.66063522])"
240,777,MP*1,F,"array([-40.20836022, -32.55075628])"
241,778,2BIO3,F,"array([-17.7246091 ,  20.42083916])"
242,779,2BIO3,F,"array([-19.49819282, -43.58233078])"
243,784,PC*,F,"array([48.42625355, -1.91832154])"
244,786,PC*,M,"array([22.72676183, 62.46791843])"
245,790,PSI*,M,"array([33.81248395, 20.52591814])"
246,791,PC,M,"array([26.78064167, 33.00579926])"
247,797,PSI*,F,"array([-13.91710084,  68.57123594])"
248,798,PSI*,M,"array([42.3545177 , 30.89990152])"
249,809,2BIO1,F,"array([-31.9590402,  16.219565 ])"
250,826,PC,M,"array([22.43587508, 32.93482542])"
251,836,PC*,F,"array([-26.19402822, -26.20388552])"
252,841,MP*1,M,"array([-19.76990415,  72.97607709])"
253,843,PC*,F,"array([52.01298392, 12.70714079])"
254,845,PC,F,"array([23.38055574, 37.84619134])"
255,854,2BIO1,F,"array([-34.06935   , -36.84074803])"
256,857,2BIO1,F,"array([-25.73981079,   9.50430011])"
257,859,2BIO1,M,"array([-56.5291374 ,  17.07889323])"
258,866,MP,M,"array([-1.22398139, 16.87914682])"
259,867,PC*,F,"array([-18.82488778, -17.57446676])"
260,869,MP,M,"array([-6.55477395, 16.52339161])"
261,871,2BIO3,M,"array([19.33960077,  9.5210033 ])"
262,874,MP,F,"array([ 9.54579698, 14.40038126])"
263,882,PC,M,"array([-12.15527202, -15.94586756])"
264,883,2BIO3,F,"array([56.9328041 , 25.82292957])"
265,884,2BIO2,F,"array([12.52680371, 53.19963945])"
266,886,2BIO2,F,"array([-14.98640054,  56.00519536])"
267,893,PSI*,M,"array([-50.97220687,  -9.21512537])"
268,894,2BIO3,F,"array([40.05181289, 19.20951048])"
269,908,MP*1,F,"array([  4.87699781, -32.13833959])"
270,909,PSI*,M,"array([46.30371366, 16.43518353])"
271,917,PSI*,M,"array([-19.42255554, -24.14063536])"
272,920,PSI*,F,"array([-1.37898149, 56.72130679])"
273,921,PSI*,F,"array([-18.9228938 ,  50.58498002])"
274,923,PC*,M,"array([ 12.43046482, -43.72369164])"
275,927,2BIO1,F,"array([-25.83767904,   2.89616595])"
276,938,PC*,M,"array([-32.94788389, -29.29026645])"
277,939,2BIO3,M,"array([-10.6888261 ,  -9.55212814])"
278,941,PC*,F,"array([-38.24145424, -24.76827574])"
279,945,2BIO1,F,"array([-24.88301823,  11.08388899])"
280,954,2BIO1,F,"array([-20.20685596,  11.45563021])"
281,958,MP*1,F,"array([ 1.74436809, 68.89049686])"
282,959,PSI*,M,"array([-21.70076675,  65.40404992])"
283,960,PSI*,M,"array([-29.86025293, -15.60925177])"
284,970,2BIO1,F,"array([-37.87371363,  18.28103571])"
285,974,MP*1,M,"array([21.73144809, 15.97058518])"
286,977,PSI*,M,"array([-8.19296171, 56.77759456])"
287,979,2BIO2,Unknown,"array([-44.40346159,  -7.58327056])"
288,984,2BIO1,F,"array([-21.3992292 ,  14.22432332])"
289,991,2BIO1,M,"array([-56.15165697,  42.69258427])"
290,998,PC,M,"array([26.90081108, 11.22064436])"
291,1067,MP*2,M,"array([-48.31225997,  -1.35892422])"
292,1201,MP*2,F,"array([-13.2489862 ,  26.77547048])"
293,1204,MP*2,M,"array([-6.25953359, 26.94572879])"
294,1212,MP*2,M,"array([-43.78916214,  33.08162558])"
295,1214,MP*2,M,"array([-15.20627548,  25.45321101])"
296,1216,MP*2,M,"array([ 22.59107535, -24.72538668])"
297,1218,MP*2,M,"array([28.04272873, 17.9668264 ])"
298,1228,MP*2,M,"array([-9.25956672, 26.0882956 ])"
299,1232,MP*2,M,"array([-50.1647545 , -22.33241479])"
300,1237,MP*2,M,"array([-5.89470439, 23.61834688])"
301,1238,MP*2,M,"array([ 6.1694837 , 27.77269053])"
302,1260,MP*2,M,"array([-2.76289509, 26.70340119])"
303,1295,MP*2,M,"array([-12.82314623,  24.37459019])"
304,1320,MP*2,M,"array([ 26.98617128, -29.51770475])"
305,1324,MP*2,M,"array([-9.23582006, 63.04767755])"
306,1332,MP*2,F,"array([-11.65762212,  17.70292865])"
307,1336,MP*2,M,"array([-42.67648536, -19.90948444])"
308,1339,MP*2,M,"array([-63.03313137,  20.99323499])"
309,1342,MP*2,F,"array([-11.46367354,  28.03022291])"
310,1345,MP*2,M,"array([-10.756673  ,  21.62140345])"
311,1359,MP*2,M,"array([-4.13380906, 22.01205384])"
312,1366,MP*2,M,"array([ -2.11730173, -26.97507532])"
313,1383,MP*2,M,"array([ 20.22680968, -40.88326476])"
314,1401,MP*2,M,"array([-7.87861073, 21.59080806])"
315,1412,MP*2,F,"array([-10.27448169,  23.5375456 ])"
316,1423,MP*2,M,"array([-7.67743727, 24.8870476 ])"
317,1485,MP*2,M,"array([-7.42973917, 29.37063757])"
318,1512,MP*2,M,"array([29.26413409, 66.55671557])"
319,1518,MP*2,M,"array([-31.77234971,  -9.50476505])"
320,1519,MP*2,M,"array([ 8.5997004 , -6.44984197])"
321,1543,MP*2,M,"array([-24.8834645 ,  49.75223361])"
322,1594,MP*2,F,"array([-12.52789523,  22.80328852])"
323,1784,MP*2,M,"array([-48.14303566,  27.46945066])"
324,1805,MP*2,M,"array([-15.57772433,  23.25886922])"
325,1819,MP*2,M,"array([-49.85877703,  36.91376504])"
326,1828,MP*2,M,"array([-11.10283616,  25.27990202])"
327,1870,MP*2,M,"array([-37.05683352,  44.5445081 ])"
328,1894,MP*2,F,"array([ 5.60330522e+01, -1.22614815e-02])"
