source, target, time
0,180,1385993480
0,60,1385993500
0,180,1385993500
0,66,1385993560
0,77,1385993560
2,265,1385982060
2,86,1385982260
2,265,1385982300
2,265,1385982440
2,265,1385982520
2,86,1385982600
2,86,1385982620
2,86,1385982640
2,86,1385982660
2,58,1385982680
2,86,1385982680
2,86,1385982700
2,236,1385982740
2,143,1385982800
2,143,1385982820
2,143,1385982860
2,130,1385982920
2,143,1385982920
2,65,1385982940
2,130,1385982960
2,130,1385983000
2,265,1385983000
2,130,1385983060
2,130,1385983080
2,130,1385983100
2,143,1385983120
2,130,1385983140
2,236,1385983160
2,265,1385983160
2,53,1385983180
2,265,1385983280
2,265,1385983620
2,130,1385984120
2,265,1385984920
2,265,1385985120
2,265,1385985180
2,265,1385985440
2,265,1385985600
2,265,1385985620
2,265,1385985740
2,265,1385985760
2,265,1385985780
2,265,1385986140
2,265,1385986180
2,53,1385986200
2,265,1385986200
2,53,1385986220
2,265,1385986220
2,53,1385986240
2,265,1385986260
2,134,1385986320
2,53,1385986320
2,265,1385986320
2,190,1385986340
2,183,1385989800
2,183,1385989820
2,222,1385989840
2,265,1385989840
2,127,1385989880
2,53,1385989880
2,53,1385989900
2,127,1385989940
2,53,1385989940
2,107,1385990080
2,265,1385990120
2,265,1385990180
2,265,1385990200
2,265,1385990220
2,265,1385990240
2,265,1385990340
2,265,1385990380
2,265,1385990400
2,265,1385990420
2,265,1385990440
2,265,1385990460
2,265,1385990480
2,265,1385990500
2,265,1385990520
2,265,1385990540
2,265,1385990560
2,53,1385990600
2,53,1385990820
2,265,1385990820
2,265,1385990840
2,265,1385990860
2,265,1385990880
2,265,1385991100
2,53,1385991520
2,53,1385991540
2,265,1385991540
2,265,1385991560
2,265,1385991580
2,265,1385991600
2,265,1385991660
2,265,1385991800
2,265,1385991820
2,265,1385991860
2,265,1385991880
2,53,1385991900
2,265,1385991900
2,53,1385991920
2,265,1385991920
2,265,1385991960
2,265,1385992000
2,53,1385992080
2,53,1385992100
2,53,1385992120
2,53,1385992140
2,53,1385992160
2,53,1385992180
2,265,1385992180
2,265,1385992300
2,265,1385992320
2,53,1385992340
2,265,1385992340
2,53,1385992380
2,53,1385992440
2,265,1385992460
2,53,1385992480
2,53,1385992500
2,265,1385992500
2,265,1385992520
2,265,1385992540
2,265,1385992580
2,53,1385992600
2,265,1385992600
2,127,1385992620
2,265,1385992620
2,265,1385992640
2,127,1385992680
2,265,1385992680
2,265,1385992700
2,265,1385992720
2,127,1385992740
2,265,1385992740
2,53,1385992740
2,53,1385992760
2,265,1385992760
2,127,1385992780
2,265,1385992780
2,53,1385992780
2,127,1385992800
2,265,1385992800
2,53,1385992800
2,53,1385992820
2,265,1385992820
2,53,1385992840
2,265,1385992860
2,265,1385992920
2,265,1385992940
2,265,1385993000
2,265,1385993020
2,53,1385993040
2,265,1385993040
2,265,1385993060
2,265,1385993140
2,53,1385993160
2,265,1385993240
2,265,1385993260
2,53,1385993280
2,265,1385993280
2,265,1385993300
2,265,1385993320
2,265,1385993340
2,265,1385993360
2,265,1385993400
2,265,1385993420
2,86,1385993440
2,265,1385993440
2,86,1385993460
2,265,1385993460
2,86,1385993480
2,265,1385993480
2,53,1385993500
2,265,1385993500
2,53,1385993520
2,265,1385993520
2,53,1385993540
2,265,1385993540
2,265,1385993560
2,265,1385993580
2,265,1385993600
2,53,1385993620
2,265,1385993620
2,53,1385993640
2,265,1385993640
2,53,1385993660
2,265,1385993660
2,53,1385993680
2,265,1385993680
2,53,1385993700
2,53,1385993720
2,53,1385993740
2,53,1385993780
2,265,1385993780
2,53,1385993800
2,265,1385993800
2,265,1385993880
2,265,1385993900
2,53,1385993960
2,53,1385994220
2,53,1385994240
2,265,1385994580
2,265,1385994640
2,130,1385994660
2,130,1385994680
2,130,1385994700
2,130,1385994800
2,53,1385994860
2,53,1385995900
2,53,1385996020
2,53,1385996040
2,53,1385996060
2,265,1385996940
2,265,1385996980
2,130,1385997000
2,127,1385997000
2,53,1385997000
2,9,1385997020
2,10,1385997020
2,53,1385997020
2,124,1385997020
2,109,1385997080
2,134,1385997080
2,109,1385997100
2,134,1385997100
2,53,1385997140
2,53,1385997160
2,219,1385997160
2,130,1385997180
2,53,1385997180
2,219,1385997180
2,130,1385997200
2,53,1385997200
2,219,1385997200
2,53,1385997220
2,219,1385997220
2,130,1385997240
2,53,1385997240
2,219,1385997240
2,289,1385997240
2,130,1385997260
2,53,1385997260
2,219,1385997260
2,289,1385997260
2,130,1385997280
2,53,1385997280
2,219,1385997280
2,289,1385997280
2,130,1385997300
2,53,1385997300
2,219,1385997300
2,130,1385997320
2,53,1385997320
2,219,1385997320
2,289,1385997320
2,130,1385997340
2,53,1385997340
2,219,1385997340
2,289,1385997340
2,130,1385997360
2,53,1385997360
2,219,1385997360
2,289,1385997360
2,130,1385997380
2,53,1385997380
2,219,1385997380
2,130,1385997400
2,53,1385997400
2,219,1385997400
2,130,1385997420
2,53,1385997420
2,219,1385997420
2,130,1385997440
2,53,1385997440
2,219,1385997440
2,53,1385997460
2,219,1385997460
2,53,1385997480
2,219,1385997480
2,130,1385997500
2,53,1385997500
2,219,1385997500
2,130,1385997520
2,53,1385997520
2,219,1385997520
2,130,1385997540
2,53,1385997540
2,219,1385997540
2,130,1385997560
2,53,1385997560
2,219,1385997560
2,53,1385997580
2,219,1385997580
2,53,1385997600
2,219,1385997600
2,53,1385997620
2,53,1385997640
2,130,1385997660
2,76,1385997660
2,53,1385997660
2,58,1385997680
2,130,1385997680
2,53,1385997680
2,164,1385997680
2,164,1385997700
2,130,1385997700
2,9,1385997700
2,53,1385997720
2,53,1385997740
2,53,1385997760
2,53,1385997780
2,53,1385997800
2,53,1385997820
2,53,1385997840
2,53,1385997860
2,53,1385997880
2,53,1385997900
2,53,1385997920
2,53,1385997940
2,53,1385997960
2,53,1385997980
2,53,1385998000
2,53,1385998020
2,53,1385998040
2,53,1385998060
2,53,1385998080
2,53,1385998100
2,53,1385998120
2,53,1385998140
2,53,1385998160
2,53,1385998180
2,53,1385998200
2,53,1385998220
2,53,1385998240
2,53,1385998260
2,53,1385998280
2,53,1385998300
2,53,1385998320
2,130,1385998340
2,53,1385998340
2,53,1385998360
2,53,1385998380
2,130,1385998400
2,53,1385998400
2,53,1385998420
2,53,1385998440
2,53,1385998460
2,130,1385998480
2,53,1385998480
2,130,1385998500
2,53,1385998500
2,130,1385998520
2,53,1385998520
2,53,1385998540
2,53,1385998560
2,53,1385998580
2,53,1385998600
2,53,1385998620
2,53,1385998640
2,53,1385998660
2,53,1385998680
2,53,1385998700
2,53,1385998720
2,53,1385998740
2,265,1385998740
2,53,1385998760
2,53,1385998780
2,53,1385998800
2,53,1385998820
2,53,1385998840
2,53,1385998860
2,53,1385998880
2,53,1385998900
2,53,1385998920
2,130,1385998940
2,53,1385998940
2,53,1385998960
2,53,1385998980
2,53,1385999000
2,53,1385999020
2,130,1385999040
2,53,1385999040
2,53,1385999060
2,130,1385999080
2,53,1385999080
2,130,1385999100
2,53,1385999100
2,130,1385999120
2,53,1385999120
2,130,1385999140
2,53,1385999140
2,130,1385999160
2,53,1385999160
2,130,1385999180
2,53,1385999180
2,53,1385999200
2,130,1385999220
2,53,1385999220
2,130,1385999240
2,53,1385999240
2,53,1385999260
2,53,1385999280
2,53,1385999300
2,265,1385999300
2,53,1385999320
2,265,1385999320
2,53,1385999340
2,130,1385999360
2,53,1385999360
2,53,1385999380
2,53,1385999400
2,130,1385999420
2,53,1385999420
2,53,1385999440
2,53,1385999460
2,53,1385999480
2,53,1385999500
2,53,1385999520
2,53,1385999540
2,53,1385999560
2,53,1385999580
2,53,1385999600
2,265,1385999600
2,265,1385999620
2,265,1385999640
2,265,1385999660
2,53,1385999680
2,53,1385999700
2,53,1385999720
2,53,1385999740
2,53,1385999760
2,53,1385999780
2,53,1385999800
2,53,1385999820
2,53,1385999840
2,53,1385999860
2,53,1385999880
2,53,1385999900
2,53,1385999920
2,53,1385999940
2,53,1385999960
2,53,1385999980
2,53,1386054960
2,170,1386054960
2,53,1386055040
2,53,1386055060
2,53,1386055140
2,53,1386055180
2,170,1386055200
2,170,1386055480
2,53,1386055500
2,53,1386055860
2,53,1386056000
2,53,1386056020
2,53,1386056040
2,53,1386056140
2,53,1386056160
2,53,1386056280
2,53,1386056560
2,53,1386056680
2,53,1386056700
2,53,1386056740
2,53,1386057000
2,53,1386057020
2,53,1386057040
2,53,1386057420
2,53,1386057520
2,53,1386057540
2,53,1386057740
2,53,1386057780
2,53,1386059280
2,53,1386060740
2,53,1386060960
2,53,1386061200
2,53,1386061280
2,53,1386061420
2,53,1386061560
2,53,1386061600
2,53,1386061620
2,53,1386061680
2,53,1386061740
2,53,1386061800
2,53,1386061820
2,53,1386061840
2,53,1386061860
2,53,1386062080
2,53,1386062920
2,130,1386063200
2,134,1386063200
2,23,1386063200
2,53,1386063220
2,127,1386063320
2,53,1386063320
2,53,1386063340
2,265,1386063340
2,53,1386063480
2,265,1386063480
2,265,1386063500
2,265,1386063520
2,265,1386063560
2,265,1386063580
2,265,1386063600
2,265,1386063620
2,265,1386063640
2,265,1386063780
2,265,1386063820
2,265,1386063880
2,265,1386063900
2,265,1386063920
2,265,1386063940
2,265,1386063960
2,265,1386063980
2,265,1386064020
2,265,1386064060
2,265,1386064080
2,265,1386064160
2,265,1386064180
2,265,1386064200
2,265,1386064220
2,265,1386064440
2,265,1386064480
2,265,1386064500
2,265,1386064520
2,265,1386064540
2,265,1386064560
2,265,1386064660
2,265,1386064680
2,265,1386064700
2,265,1386064720
2,265,1386064740
2,265,1386064780
2,265,1386064800
2,265,1386064900
2,265,1386064920
2,265,1386064940
2,265,1386064960
2,265,1386064980
2,265,1386065020
2,265,1386065680
2,265,1386065700
2,265,1386065820
2,265,1386066120
2,265,1386066140
2,265,1386066240
2,265,1386066260
2,265,1386066280
2,265,1386066300
2,265,1386066320
2,265,1386066340
2,53,1386066360
2,265,1386066360
2,53,1386066380
2,265,1386066380
2,53,1386066400
2,265,1386066400
2,53,1386066420
2,265,1386066420
2,53,1386066440
2,53,1386066460
2,265,1386066460
2,53,1386066480
2,265,1386066480
2,265,1386066520
2,265,1386066540
2,53,1386066560
2,265,1386066560
2,265,1386066580
2,265,1386066600
2,53,1386066620
2,265,1386066660
2,265,1386066740
2,265,1386066820
2,127,1386066840
2,265,1386066840
2,265,1386066860
2,265,1386066880
2,265,1386066900
2,265,1386066920
2,265,1386066940
2,265,1386066960
2,265,1386066980
2,265,1386067000
2,265,1386067020
2,265,1386067040
2,265,1386067060
2,265,1386067080
2,265,1386067100
2,265,1386067120
2,265,1386067140
2,265,1386067160
2,265,1386067180
2,265,1386067200
2,265,1386067220
2,53,1386067240
2,265,1386067240
2,53,1386067260
2,265,1386067260
2,53,1386067280
2,265,1386067280
2,53,1386067300
2,265,1386067300
2,265,1386067320
2,265,1386067340
2,265,1386067380
2,265,1386067400
2,265,1386067420
2,265,1386067440
2,265,1386067460
2,265,1386067480
2,265,1386067500
2,265,1386067520
2,265,1386067540
2,265,1386067560
2,127,1386067560
2,53,1386067560
2,265,1386067580
2,265,1386067600
2,53,1386067620
2,265,1386067620
2,265,1386067640
2,265,1386067660
2,265,1386067680
2,265,1386067700
2,265,1386067720
2,265,1386067740
2,265,1386067760
2,265,1386067780
2,265,1386067800
2,265,1386067820
2,265,1386067840
2,265,1386067860
2,265,1386067880
2,53,1386067900
2,265,1386067900
2,53,1386067920
2,265,1386067920
2,53,1386067960
2,265,1386067960
2,53,1386067980
2,265,1386067980
2,265,1386068000
2,265,1386068020
2,265,1386068080
2,53,1386068100
2,265,1386068100
2,53,1386068120
2,265,1386068120
2,53,1386068140
2,265,1386068140
2,265,1386068160
2,265,1386068180
2,265,1386068200
2,265,1386068220
2,265,1386068260
2,265,1386068280
2,265,1386068300
2,127,1386068320
2,265,1386068320
2,53,1386068360
2,265,1386068800
2,53,1386068920
2,53,1386068940
2,265,1386068940
2,53,1386068960
2,265,1386068960
2,53,1386068980
2,265,1386068980
2,265,1386069000
2,265,1386069020
2,265,1386069040
2,265,1386069060
2,265,1386069080
2,265,1386069100
2,265,1386069120
2,265,1386069140
2,265,1386069160
2,265,1386069180
2,53,1386069200
2,265,1386069200
2,127,1386069220
2,265,1386069220
2,53,1386069240
2,265,1386069240
2,127,1386069260
2,53,1386069260
2,53,1386069280
2,53,1386075720
2,219,1386075720
2,53,1386075740
2,219,1386075740
2,53,1386075760
2,219,1386075760
2,53,1386075780
2,219,1386075780
2,53,1386075800
2,219,1386075800
2,53,1386075820
2,219,1386075820
2,219,1386075840
2,53,1386075860
2,219,1386075860
2,53,1386075880
2,219,1386075880
2,219,1386075900
2,219,1386075920
2,10,1386075940
2,219,1386075940
2,53,1386075960
2,10,1386075960
2,219,1386075960
2,53,1386075980
2,219,1386075980
2,53,1386076000
2,10,1386076000
2,219,1386076000
2,53,1386076020
2,10,1386076020
2,219,1386076020
2,53,1386076040
2,10,1386076040
2,219,1386076040
2,53,1386076060
2,10,1386076060
2,219,1386076060
2,53,1386076080
2,10,1386076080
2,219,1386076080
2,53,1386076100
2,219,1386076100
2,53,1386076120
2,219,1386076120
2,53,1386076140
2,219,1386076140
2,53,1386076160
2,219,1386076160
2,53,1386076180
2,219,1386076180
2,130,1386076200
2,170,1386076200
2,53,1386076220
2,170,1386076220
2,53,1386076240
2,170,1386076240
2,107,1386076320
2,53,1386076400
2,53,1386076420
2,53,1386076440
2,265,1386076440
2,53,1386076460
2,265,1386076500
2,265,1386076540
2,265,1386076580
2,53,1386076620
2,265,1386076640
2,53,1386076680
2,265,1386076680
2,53,1386076700
2,265,1386076700
2,53,1386076720
2,265,1386076720
2,53,1386076740
2,265,1386076740
2,53,1386076760
2,265,1386076760
2,53,1386076780
2,265,1386076780
2,53,1386076800
2,265,1386076800
2,53,1386076820
2,265,1386076820
2,265,1386076840
2,53,1386076860
2,265,1386076860
2,53,1386076880
2,265,1386076880
2,265,1386076900
2,265,1386076920
2,265,1386076940
2,53,1386076960
2,265,1386076960
2,265,1386076980
2,265,1386077000
2,265,1386077020
2,265,1386077040
2,265,1386077060
2,53,1386077080
2,265,1386077080
2,265,1386077100
2,53,1386077120
2,265,1386077120
2,265,1386077140
2,265,1386077160
2,265,1386077180
2,265,1386077200
2,265,1386077220
2,265,1386077240
2,265,1386077340
2,265,1386077360
2,265,1386077380
2,265,1386077400
2,265,1386077440
2,265,1386077480
2,265,1386077500
2,265,1386077520
2,265,1386077560
2,265,1386077580
2,53,1386077600
2,265,1386077600
2,53,1386077620
2,265,1386077620
2,53,1386077640
2,265,1386077640
2,53,1386077660
2,265,1386077660
2,53,1386077680
2,265,1386077700
2,265,1386077780
2,265,1386077800
2,265,1386077820
2,265,1386077840
2,265,1386077860
2,265,1386077880
2,265,1386078020
2,265,1386078040
2,265,1386078060
2,265,1386078080
2,265,1386078100
2,265,1386078120
2,127,1386078140
2,265,1386078140
2,127,1386078160
2,53,1386078160
2,265,1386078220
2,53,1386078240
2,265,1386078240
2,53,1386078260
2,265,1386078260
2,265,1386078280
2,53,1386078300
2,265,1386078300
2,53,1386078320
2,265,1386078320
2,265,1386078340
2,53,1386078360
2,265,1386078360
2,53,1386078380
2,265,1386078380
2,53,1386078400
2,265,1386078400
2,53,1386078420
2,53,1386078440
2,265,1386078460
2,127,1386078780
2,265,1386079220
2,265,1386079240
2,265,1386079260
2,265,1386079280
2,265,1386079300
2,127,1386079320
2,265,1386079320
2,265,1386079340
2,127,1386079340
2,53,1386079340
2,265,1386079360
2,53,1386079380
2,265,1386079440
2,265,1386079460
2,265,1386079480
2,265,1386079500
2,265,1386079700
2,265,1386079720
2,53,1386079740
2,265,1386079740
2,265,1386079760
2,265,1386079780
2,265,1386079800
2,265,1386079820
2,265,1386079840
2,265,1386079860
2,265,1386079880
2,127,1386079900
2,265,1386079900
2,265,1386079920
2,265,1386079940
2,53,1386079960
2,53,1386080000
2,53,1386080040
2,265,1386080040
2,265,1386080060
2,127,1386080060
2,53,1386080060
2,265,1386080080
2,127,1386080080
2,53,1386080080
2,53,1386080100
2,265,1386080100
2,53,1386080120
2,265,1386080120
2,53,1386080180
2,53,1386080200
2,53,1386080220
2,53,1386080240
2,265,1386080240
2,53,1386080260
2,265,1386080260
2,53,1386080280
2,265,1386080280
2,53,1386080300
2,265,1386080300
2,53,1386080320
2,265,1386080320
2,53,1386080340
2,53,1386080360
2,53,1386080380
2,53,1386080400
2,53,1386080420
2,53,1386080440
2,53,1386080460
2,265,1386080460
2,265,1386080480
2,265,1386080500
2,265,1386080520
2,265,1386080540
2,127,1386080560
2,265,1386080560
2,265,1386080580
2,265,1386080600
2,265,1386080620
2,265,1386080720
2,53,1386080740
2,265,1386080740
2,265,1386080760
2,53,1386080760
2,107,1386080760
2,53,1386080780
2,265,1386080780
2,53,1386080800
2,265,1386080800
2,53,1386080820
2,265,1386080820
2,53,1386080840
2,265,1386080840
2,265,1386080860
2,53,1386080860
2,107,1386080860
2,265,1386080880
2,127,1386080880
2,53,1386080880
2,53,1386080900
2,265,1386080900
2,53,1386080920
2,265,1386080920
2,53,1386080940
2,265,1386080940
2,53,1386080960
2,265,1386080960
2,53,1386080980
2,265,1386080980
2,53,1386081000
2,265,1386081000
2,53,1386081020
2,265,1386081020
2,265,1386081040
2,53,1386081040
2,107,1386081040
2,53,1386081060
2,265,1386081060
2,53,1386081080
2,265,1386081080
2,53,1386081100
2,265,1386081100
2,53,1386081120
2,265,1386081120
2,53,1386081140
2,265,1386081140
2,265,1386081160
2,265,1386081180
2,53,1386081220
2,265,1386081220
2,265,1386081240
2,265,1386081260
2,265,1386081280
2,265,1386081320
2,265,1386081340
2,265,1386081360
2,265,1386081380
2,265,1386081400
2,265,1386081420
2,265,1386081440
2,127,1386081460
2,265,1386081460
2,265,1386081500
2,265,1386081520
2,265,1386081560
2,265,1386081580
2,265,1386081600
2,265,1386081620
2,265,1386081640
2,265,1386081660
2,265,1386081680
2,265,1386081700
2,265,1386081740
2,265,1386081760
2,265,1386081780
2,265,1386081800
2,90,1386081800
2,265,1386081820
2,265,1386081860
2,265,1386081880
2,265,1386081900
2,265,1386081920
2,265,1386081940
2,265,1386081980
2,265,1386082000
2,265,1386082040
2,265,1386082120
2,265,1386082140
2,265,1386082320
2,265,1386082500
2,265,1386082520
2,265,1386082540
2,265,1386082560
2,265,1386082580
2,265,1386082600
2,53,1386082620
2,53,1386082640
2,265,1386082700
2,265,1386082720
2,265,1386082740
2,53,1386082760
2,265,1386082760
2,53,1386082780
2,265,1386082780
2,53,1386082800
2,265,1386082800
2,265,1386082820
2,90,1386082820
2,90,1386082840
2,265,1386082860
2,265,1386082900
2,53,1386082940
2,265,1386083000
2,265,1386083020
2,265,1386083220
2,265,1386083280
2,265,1386083300
2,265,1386083320
2,53,1386083380
2,265,1386083380
2,265,1386083400
2,265,1386083420
2,265,1386083440
2,265,1386083460
2,219,1386083580
2,219,1386083600
2,219,1386083620
2,219,1386083640
2,219,1386083660
2,219,1386083680
2,185,1386083760
2,53,1386083800
2,53,1386083820
2,170,1386083820
2,53,1386083840
2,53,1386083860
2,53,1386083880
2,53,1386083900
2,53,1386083920
2,230,1386083940
2,230,1386083960
2,230,1386083980
2,170,1386083980
2,170,1386084000
2,266,1386084160
2,53,1386140420
2,53,1386140440
2,265,1386140440
2,53,1386140460
2,265,1386140460
2,265,1386140500
2,53,1386140520
2,265,1386140520
2,53,1386140540
2,53,1386140560
2,53,1386140580
2,265,1386140580
2,53,1386140600
2,265,1386140600
2,68,1386140620
2,53,1386140620
2,53,1386140660
2,53,1386140680
2,53,1386140740
2,53,1386140760
2,53,1386140780
2,53,1386140800
2,68,1386140820
2,53,1386140820
2,53,1386140840
2,53,1386140860
2,265,1386140860
2,53,1386140880
2,53,1386140900
2,265,1386140900
2,53,1386140920
2,53,1386140940
2,53,1386140960
2,265,1386140960
2,68,1386140980
2,53,1386140980
2,265,1386140980
2,68,1386141000
2,53,1386141000
2,265,1386141000
2,68,1386141020
2,53,1386141020
2,265,1386141020
2,68,1386141040
2,53,1386141040
2,265,1386141040
2,53,1386141060
2,265,1386141060
2,265,1386141080
2,53,1386141100
2,265,1386141120
2,68,1386141140
2,68,1386141180
2,265,1386141180
2,265,1386141200
2,265,1386141220
2,265,1386141240
2,265,1386141280
2,53,1386141300
2,265,1386141300
2,53,1386141320
2,265,1386141320
2,265,1386141340
2,265,1386141360
2,265,1386141380
2,68,1386141400
2,265,1386141400
2,68,1386141420
2,53,1386141420
2,265,1386141420
2,68,1386141440
2,265,1386141440
2,68,1386141460
2,265,1386141460
2,68,1386141480
2,265,1386141480
2,68,1386141500
2,265,1386141500
2,68,1386141520
2,53,1386141520
2,265,1386141520
2,68,1386141540
2,127,1386141540
2,265,1386141540
2,68,1386141560
2,53,1386141560
2,265,1386141560
2,68,1386141580
2,265,1386141580
2,127,1386141580
2,53,1386141580
2,68,1386141600
2,53,1386141600
2,265,1386141600
2,265,1386141620
2,127,1386141640
2,265,1386141640
2,68,1386141660
2,265,1386141660
2,68,1386141680
2,265,1386141680
2,68,1386141700
2,53,1386141700
2,265,1386141700
2,53,1386141720
2,53,1386141740
2,53,1386141780
2,265,1386141800
2,265,1386141840
2,265,1386141860
2,68,1386141880
2,53,1386141880
2,265,1386141880
