"C" "E" "G" "N" "V" "W"
56.0597589335618 48.8304862434616 53.6635041253095 55.2028837842954 52.2016153942931 45.2050248126987
32.1720731749389 39.398515795312 50.7086133290558 43.33302606678 42.404536119871 45.3456642129839
56.3386723481179 49.9420729114557 56.1983971812499 62.1161901749411 50.5701947201673 53.3995752663775
46.9493716029624 67.8170191517108 50.7658889031262 45.7874705838901 66.5219395068924 52.7934107560437
44.1582064691923 46.198390957552 51.4643501146675 26.6616106123272 49.2677990646181 49.6087021559137
61.2554283565948 63.6601650002629 53.7834004096451 44.0272877941712 60.0057748061406 54.5891516642499
36.9120748820771 41.6533505979381 35.7251652587186 65.9631265278962 29.6350595596846 30.7598046577022
51.6110505082108 61.7985009617237 44.9573926393754 47.9035604811943 62.5787711048138 51.0367287620552
41.0354611310553 34.4045482964747 45.4606010340238 43.8268943667087 30.5242446262264 38.560802459993
45.6348489956375 54.1236103689439 57.3449569861533 40.8117360815333 52.169541282618 59.5722773229027
40.7926854344994 35.42795634741 35.4773369774163 44.5264082049514 25.6676486425385 42.6200282925913
55.8703105880093 45.5764158909925 37.4473740587198 26.6524407693056 46.9754570445856 54.389474307614
46.2616706043731 38.2366791863112 55.781294436082 44.6376266423618 46.7092401585104 44.740356595912
57.5826807860335 54.5455144219578 41.5513660084478 57.9141834881814 54.7449219002492 53.2922836588702
34.9375983660117 43.7960276886886 39.6132995533264 46.5118021525997 41.0703751100198 39.6265528976056
38.9274092259937 52.9524045108354 40.5103384641813 44.4912974838017 47.0595181094928 50.0799235052874
46.8797877094203 65.0783765857935 50.8177693250946 56.1621748897313 50.2418853610748 52.1350831769486
58.2342116190404 32.9864864835721 46.5707206091999 52.4639818387424 31.8994662716942 46.6945326669022
51.4035469955635 49.3751305335804 59.2265493654841 67.1157754300998 55.201902216965 42.8389563382602
47.9059854464035 43.5136895150664 50.4181256025379 36.7066725759205 43.8902068204756 46.6835565046295
41.0653524086452 39.5491150747515 43.4323618340653 42.2627629113868 39.9501008945843 44.2825744801304
58.9407976379135 53.530980142371 49.8022776164407 60.1770752905746 56.3951017888499 67.2445893500621
53.5152248280001 65.669731379731 57.1958718632429 44.8640166007925 59.6146023604239 53.4589619469231
47.4180747605576 47.6871162308607 32.1787146770128 65.1017339493365 30.9831322724849 43.7190686672226
41.0695620303014 38.848552882048 59.1101363688209 48.7608403814419 51.0401976738565 45.0646637124268
34.8594381724621 56.7471520848957 29.4133578234501 20.2658991257101 44.0188462487085 40.3430746792509
44.2473098560745 52.9031170226961 55.1978897803926 54.5031904482979 52.1287751848875 52.8193728830969
51.8410883453918 52.6984159939486 73.3517624945918 51.3127678529464 60.0472687538781 49.2260716147519
56.5253248276527 40.5053373908285 34.407772566046 50.5955902987158 37.9283502843776 48.4361556311158
50.1942978544959 62.5802832626671 52.6482733152227 35.5771697384492 64.2102101531689 53.5388079448939
42.6225038666156 43.3612345118299 33.1052019114219 65.7402769090793 37.2850053948216 32.8759512615867
36.37466769329 53.5535300531993 62.8919771152265 30.866399474573 58.1003749539478 47.4457968376774
41.6302254317112 64.6968292238438 47.1603816773383 37.9358578293374 64.543735491106 57.9448573362853
42.3977822360289 53.6425010915109 39.2008493720885 47.803264949236 43.6585731086976 40.0788490254791
41.57867131566 56.6223045667421 42.6396877261238 37.4625887300857 51.7917527798013 46.1128214163968
53.2827467328778 78.1541539844107 43.6825439908235 56.1706832531422 59.2483885502717 51.4089210642188
56.6394715722764 39.2929620512699 64.614911153346 51.5208488753406 40.2855215532202 41.7693504418646
51.7348782790681 39.9833393241255 58.7441113205505 46.2065790422649 44.5236235325965 44.2593994192526
62.0943928270211 50.1684516884269 34.8784682759181 65.334752917864 46.8064965485704 46.8357642626462
64.2786597845772 63.6662226060173 53.0409249970953 40.941166046997 67.838714597407 57.4597819731745
40.3104810517665 49.3478541411133 60.5161015673818 47.8392272806526 50.8023822439436 49.311625017315
50.1678513872778 45.3541873683656 45.5450998717648 55.1569461688624 43.1438068250521 50.9174293683845
49.6306773925912 65.9689251078329 40.2069218710797 41.6684172947773 52.5886079187127 43.6882402483978
50.5232777917472 48.0771258790073 42.5364112326026 42.9387875857487 55.8472058485276 50.2887109471738
64.1312332348001 51.5570128121495 51.3947114661802 56.913180059314 58.380675272481 74.5699571807063
23.3817742335821 41.9142352501098 39.7797304558999 37.4995570058319 41.9481569597372 33.7862271367718
51.271253008303 62.904482786671 50.7095966209601 59.0930426026136 65.6734147882256 57.1508161525028
37.2809016864322 48.4835020427641 54.5093366171804 51.5792965758883 36.7969946484961 33.1353803626969
44.7984559223812 48.0664406054012 33.7460380321081 44.9972865283544 37.7695818133745 47.136168512133
51.1689811097245 53.3345381201568 58.5873058960788 33.7124485754468 60.8686281276602 59.8977126887267
44.4311580005552 64.3891332189203 60.0178899024285 42.9468699532072 65.4132850760424 50.7143196508612
51.1493746250776 47.7407056548112 59.1430869942249 46.138848743783 44.6422872365344 53.7977278511608
74.2272404738231 45.3098774219733 56.1232537223784 46.6072848497694 54.1549924687387 69.4585977077432
54.9053345534089 58.7895719629796 46.1425670861303 43.8045856964624 48.2234680561259 56.7820291065209
44.7381871536455 35.7488951769602 44.6713552925499 58.0323541485114 40.8542496132378 36.5212938245732
57.8953948030646 41.8134517287002 41.1847690808985 58.1866417919276 43.7837747835923 48.5716511430883
70.4696319633944 58.0979208698166 47.8004349697437 70.0378702443789 54.8327465497714 59.233060436638
51.3902366900503 51.3269737546323 50.8478681850665 50.6847057549392 44.3749905945652 50.2497947558966
46.417503519527 43.5955000047435 36.0493607700194 53.1945009122678 39.8855926944218 42.349164877717
47.8428371530496 59.2969954514096 44.1907167220324 51.9305732794917 51.137150780274 49.8481307530475
59.9746548069985 57.1294345916205 62.5703431725175 49.2145379234427 49.9475569695149 55.9490604005719
53.1621798211306 38.3224105546116 51.1106253959874 40.0774871180646 39.4883255251221 48.6761500428176
50.8433137173721 53.1209463966211 51.6343448229503 55.156292298828 59.0884504049231 66.4528449936983
54.6425029414618 72.8987176748429 58.5807127819387 34.7220315243847 71.4301807839625 66.8521682963724
54.5030222845442 64.0152401403205 43.8633667948651 34.1144789831005 48.1543879978761 51.0066242098473
65.837220163735 50.1158954824696 44.7399597656461 46.5623417707747 53.5162162956017 52.5090686177436
46.8267440576323 47.6905227114764 74.1877465368505 67.6389362426145 58.4450346806594 49.4992353344865
32.6052427339303 43.0992108414149 46.7444509715376 60.5357914421573 41.5110304775098 35.4200776540146
34.2593867163375 36.7717560259117 37.1896090343519 51.6126528756722 36.3262718035538 27.6050057922337
40.3266503808063 50.5418822543664 44.8450390361659 45.9468104946018 46.1720027294726 45.017260201645
48.7249517799666 32.5824720477477 53.3990208161561 62.8558509828751 37.4321305734567 40.4043544822474
29.9824772392178 56.5269424357705 34.1938181124422 35.0297507963409 46.053829800537 30.7599042678055
33.6018910779159 50.4741610930967 44.0182797481004 54.2523803704334 43.1619291716689 41.0629719109363
58.2316452097733 52.125881303462 46.9048887476633 70.4619820149186 48.5858855954087 47.9078776525969
60.1845014917074 51.0357239419964 67.0565463899072 56.8420769338659 64.2034252572549 57.7381522574048
45.0997782280064 36.6157989337853 46.118021956616 49.0798324313417 34.8032586657144 33.6626755806799
52.7643282548722 65.1701102167431 53.1364474803619 46.3715958701162 55.8944255801456 49.1503904317649
46.7043558041322 57.5940810336874 42.025640065836 53.4080170811761 53.1562868659155 49.1692384979692
41.8380399909834 24.5258234522656 45.7369741625106 41.5437728013293 29.8863994354006 34.4796152683884
46.5946562442817 42.3764980177569 45.3175776463007 55.6629623668124 41.8124493034437 42.5336487947765
37.4665783874296 49.6584186384078 61.920045639261 46.5263992769307 49.044531081113 36.7770775579179
47.9194715230332 36.9471309985395 41.7234880620991 62.604268800755 34.5879838205594 46.0089755322377
