index, id, class, gender, _pos
103,257,2BIO2,F,"array([-0.30024298,  0.27070885])"
104,258,PC*,F,"array([-0.20957875,  0.34800623])"
105,265,2BIO3,F,"array([-0.25449854,  0.32156736])"
106,267,PC*,M,"array([-0.20116673,  0.38575926])"
107,268,2BIO2,F,"array([-0.29028748,  0.27499406])"
108,269,PC*,M,"array([-0.20098011,  0.35852935])"
109,272,2BIO3,F,"array([-0.23224838,  0.29051363])"
110,274,MP*1,M,"array([-0.05893061,  0.23860785])"
111,275,2BIO3,F,"array([-0.23691651,  0.28358714])"
112,276,PC*,M,"array([-0.20950133,  0.38404767])"
113,277,MP*1,F,"array([-0.08375264,  0.22057143])"
114,279,MP*1,M,"array([-0.09877013,  0.25135683])"
115,280,MP*1,F,"array([-0.06144184,  0.25148898])"
116,285,PC,F,"array([-0.14211274,  0.35345131])"
117,290,MP*1,M,"array([-0.08386228,  0.2537903 ])"
118,295,2BIO2,F,"array([-0.27641837,  0.24349008])"
119,306,PSI*,M,"array([-0.10872357,  0.34609631])"
120,311,PC,M,"array([-0.17702536,  0.33672578])"
121,312,2BIO2,F,"array([-0.25227236,  0.28455093])"
122,322,PC,M,"array([-0.14056712,  0.36889278])"
123,325,PSI*,M,"array([-0.0876524 ,  0.31572611])"
124,327,2BIO2,M,"array([-0.26243628,  0.25876757])"
125,333,PSI*,F,"array([-0.11425542,  0.32399666])"
126,335,PC*,M,"array([-0.20029832,  0.37756432])"
127,339,2BIO2,F,"array([-0.27722525,  0.27619657])"
128,343,PC*,F,"array([-0.20624125,  0.40935646])"
129,346,2BIO3,F,"array([-0.26248696,  0.29572795])"
130,353,2BIO2,M,"array([-0.2724978 ,  0.26662547])"
131,356,PC*,M,"array([-0.18446723,  0.37486289])"
132,364,2BIO3,F,"array([-0.25271424,  0.31175976])"
133,366,MP*1,M,"array([-0.07652779,  0.23030429])"
134,372,2BIO2,M,"array([-0.24244978,  0.26534973])"
135,374,2BIO3,F,"array([-0.25919249,  0.28829404])"
136,376,MP*1,M,"array([-0.11073653,  0.26184531])"
137,382,PC*,M,"array([-0.20064466,  0.36883815])"
138,387,MP*1,M,"array([-0.09409954,  0.2442465 ])"
139,388,PC,F,"array([-0.17037773,  0.36323181])"
140,390,PC*,M,"array([-0.18295303,  0.35701105])"
141,391,MP*1,F,"array([-0.05161456,  0.26607906])"
142,400,2BIO1,F,"array([-0.22685834,  0.21575581])"
143,407,2BIO2,M,"array([-0.2490191 ,  0.25732537])"
144,413,PC,M,"array([-0.14398915,  0.38807152])"
145,420,MP,Unknown,"array([-0.11982904,  0.23245272])"
146,424,PSI*,M,"array([-0.11429483,  0.30858912])"
147,425,2BIO3,F,"array([-0.24378811,  0.29709068])"
148,428,2BIO1,M,"array([-0.24465867,  0.21183904])"
149,429,2BIO2,M,"array([-0.26484811,  0.25117147])"
150,434,PSI*,F,"array([-0.01672141,  0.34675762])"
151,435,MP*1,M,"array([-0.11097327,  0.27382737])"
152,438,MP*1,M,"array([-0.09021507,  0.23354883])"
153,440,PSI*,F,"array([-0.13788944,  0.31422266])"
154,441,2BIO2,F,"array([-0.27126831,  0.25518277])"
155,443,2BIO1,F,"array([-0.20310649,  0.22248769])"
156,445,MP*1,M,"array([-0.053633  ,  0.21689393])"
157,446,PSI*,M,"array([-0.09858044,  0.2827741 ])"
158,447,2BIO3,F,"array([-0.24153831,  0.2769303 ])"
159,448,PC,M,"array([-0.15402596,  0.38365406])"
160,450,PC,F,"array([-0.16337081,  0.39686559])"
161,452,PSI*,M,"array([-0.11537086,  0.29705915])"
162,453,PC,M,"array([-0.17543706,  0.34676092])"
163,454,MP,F,"array([-0.13366198,  0.19720864])"
164,464,2BIO2,F,"array([-0.28174661,  0.29380612])"
165,465,2BIO1,F,"array([-0.27123449,  0.19803846])"
166,466,MP*1,M,"array([-0.06290795,  0.27548836])"
167,468,PC,F,"array([-0.10354798,  0.38105305])"
168,471,2BIO1,F,"array([-0.2519384 ,  0.21910728])"
169,475,2BIO1,M,"array([-0.23558739,  0.20107212])"
170,477,2BIO2,M,"array([-0.24236013,  0.25213489])"
171,478,2BIO2,F,"array([-0.90732105,  0.83246133])"
172,480,PC,M,"array([-0.14520361,  0.39951785])"
173,484,MP*1,M,"array([-0.05328526,  0.24390876])"
174,486,2BIO1,F,"array([-0.25375419,  0.18630723])"
175,487,2BIO1,F,"array([-0.24600085,  0.24308367])"
176,488,PC,M,"array([-0.1497892 ,  0.35326959])"
177,489,2BIO1,F,"array([-0.25901183,  0.2141456 ])"
178,491,PSI*,F,"array([-0.09529543,  0.29283414])"
179,492,PC,M,"array([-0.15786581,  0.36223298])"
180,494,2BIO3,M,"array([-0.25156312,  0.33037442])"
181,496,PC,M,"array([-0.16119689,  0.3696426 ])"
182,497,MP*1,M,"array([-0.04934796,  0.23571096])"
183,498,2BIO1,F,"array([-0.24600528,  0.1995971 ])"
184,502,MP,F,"array([-0.10961632,  0.22861839])"
185,504,2BIO2,F,"array([-0.28931472,  0.26230921])"
186,510,MP*1,M,"array([-0.08358237,  0.24300223])"
187,513,MP*1,M,"array([-0.0969717 ,  0.26703421])"
188,520,MP,F,"array([-0.07827584,  0.28626899])"
189,525,MP,F,"array([-0.12614184,  0.2500391 ])"
190,527,2BIO1,M,"array([-0.20580507,  0.23203694])"
191,531,2BIO1,F,"array([-0.22316677,  0.22268938])"
192,533,PC*,M,"array([-0.21906932,  0.38296848])"
193,544,2BIO2,M,"array([-0.27912807,  0.26309501])"
194,545,2BIO3,F,"array([-0.21113464,  0.30407624])"
195,548,PC*,F,"array([-0.18065125,  0.40670132])"
196,564,MP,M,"array([-0.0759569 ,  0.27076363])"
197,576,MP,F,"array([-0.07253696,  0.24243105])"
198,577,MP,F,"array([-0.07986921,  0.2619584 ])"
199,582,MP,M,"array([-0.09408035,  0.21910693])"
200,587,2BIO3,F,"array([-0.27368762,  0.30492208])"
201,601,PC,F,"array([-0.14177335,  0.36100226])"
202,603,PC*,M,"array([-0.2012537 ,  0.35258411])"
203,605,MP,M,"array([-0.1193602 ,  0.24721728])"
204,612,2BIO2,F,"array([-0.25030618,  0.29288259])"
205,615,PSI*,M,"array([-0.10552428,  0.29690518])"
206,621,PC*,M,"array([-0.20664837,  0.39474732])"
207,622,PSI*,M,"array([-0.07376152,  0.32014908])"
208,624,PSI*,M,"array([-0.07721944,  0.30500006])"
209,626,2BIO3,F,"array([-0.22406784,  0.3072612 ])"
210,627,2BIO1,F,"array([-0.22079464,  0.19075436])"
211,634,MP,M,"array([-0.11804208,  0.23966705])"
212,637,2BIO1,F,"array([-0.21560417,  0.20855441])"
213,638,MP*1,M,"array([-0.10417672,  0.26678046])"
214,640,MP,M,"array([-0.12150954,  0.19217427])"
215,642,MP,M,"array([-0.10369802,  0.21083011])"
216,647,PSI*,F,"array([-0.09268652,  0.36039821])"
217,649,2BIO3,F,"array([-0.22878662,  0.29925535])"
218,650,2BIO1,F,"array([-0.26862678,  0.23507994])"
219,653,2BIO3,M,"array([-0.22882943,  0.28304138])"
220,655,MP*1,M,"array([-0.08986416,  0.26694049])"
221,658,MP,M,"array([-0.10841609,  0.24130666])"
222,674,2BIO1,F,"array([-0.20938384,  0.27356559])"
223,677,2BIO1,M,"array([-0.21107689,  0.24130241])"
224,681,2BIO1,F,"array([-0.28498402,  0.17733097])"
225,687,MP,M,"array([-0.10068712,  0.222609  ])"
226,691,MP,M,"array([-0.13706442,  0.23842282])"
227,694,MP,F,"array([-0.11579632,  0.25561617])"
228,702,MP*1,M,"array([-0.06478806,  0.28734743])"
229,706,PC,F,"array([-0.12734971,  0.38002697])"
230,720,2BIO2,F,"array([-0.25077539,  0.27374543])"
231,725,2BIO1,M,"array([-0.24289151,  0.22220717])"
232,743,PC,M,"array([-0.11103079,  0.36834789])"
233,744,PC*,M,"array([-0.23670051,  0.36964764])"
234,751,PC,M,"array([-0.11953285,  0.39728508])"
235,753,MP,F,"array([-0.09543957,  0.20816683])"
236,763,2BIO2,F,"array([-0.28218538,  0.25358522])"
237,765,PC*,F,"array([-0.20921425,  0.37452083])"
238,769,PSI*,M,"array([-0.08992644,  0.32841694])"
239,771,PC,M,"array([-0.11361866,  0.42175045])"
240,777,MP*1,F,"array([-0.06306008,  0.26255244])"
241,778,2BIO3,F,"array([-0.22555724,  0.29286585])"
242,779,2BIO3,F,"array([-0.21857527,  0.32181435])"
243,784,PC*,F,"array([-0.23260322,  0.38062111])"
244,786,PC*,M,"array([-0.22076943,  0.3923999 ])"
245,790,PSI*,M,"array([-0.16266965,  0.31368731])"
246,791,PC,M,"array([-0.12901247,  0.4130469 ])"
247,797,PSI*,F,"array([-0.12700902,  0.30049953])"
248,798,PSI*,M,"array([-0.09662757,  0.32151776])"
249,809,2BIO1,F,"array([-0.21511117,  0.2186153 ])"
250,826,PC,M,"array([-0.13745428,  0.38363424])"
251,836,PC*,F,"array([-0.19210286,  0.38495484])"
252,841,MP*1,M,"array([-0.08743211,  0.27878632])"
253,843,PC*,F,"array([-0.214515,  0.400796])"
254,845,PC,F,"array([-0.12135796,  0.36215164])"
255,854,2BIO1,F,"array([-0.26829232,  0.20786361])"
256,857,2BIO1,F,"array([-0.23016187,  0.18933025])"
257,859,2BIO1,M,"array([-0.23529777,  0.21255062])"
258,866,MP,M,"array([-0.11242722,  0.22093497])"
259,867,PC*,F,"array([-0.19618325,  0.41019974])"
260,869,MP,M,"array([-0.12648205,  0.23778732])"
261,871,2BIO3,M,"array([-0.25443137,  0.30482058])"
262,874,MP,F,"array([-0.11246799,  0.20202073])"
263,882,PC,M,"array([-0.14161424,  0.41414112])"
264,883,2BIO3,F,"array([-0.24453992,  0.32442524])"
265,884,2BIO2,F,"array([-0.26878459,  0.27523692])"
266,886,2BIO2,F,"array([-0.24533915,  0.28550131])"
267,893,PSI*,M,"array([-0.1049402 ,  0.32916226])"
268,894,2BIO3,F,"array([-0.23834535,  0.32967336])"
269,908,MP*1,F,"array([-0.07342961,  0.25466762])"
270,909,PSI*,M,"array([-0.06847159,  0.31021836])"
271,917,PSI*,M,"array([-0.08996814,  0.34871592])"
272,920,PSI*,F,"array([-0.12891184,  0.32130814])"
273,921,PSI*,F,"array([-0.06137879,  0.3453915 ])"
274,923,PC*,M,"array([-0.23206567,  0.39479806])"
275,927,2BIO1,F,"array([-0.25651771,  0.22894978])"
276,938,PC*,M,"array([-0.19025353,  0.35187141])"
277,939,2BIO3,M,"array([-0.2379033 ,  0.30939051])"
278,941,PC*,F,"array([-0.18082549,  0.38634189])"
279,945,2BIO1,F,"array([-0.23359089,  0.22359061])"
280,954,2BIO1,F,"array([-0.23410733,  0.24354733])"
281,958,MP*1,F,"array([-0.11704656,  0.28066418])"
282,959,PSI*,M,"array([-0.06208002,  0.32483544])"
283,960,PSI*,M,"array([-0.0904857 ,  0.30780697])"
284,970,2BIO1,F,"array([-0.25225657,  0.20679324])"
285,974,MP*1,M,"array([-0.06797923,  0.21836941])"
286,977,PSI*,M,"array([-0.07901746,  0.33069026])"
287,979,2BIO2,Unknown,"array([-0.30176475,  0.25569397])"
288,984,2BIO1,F,"array([-0.23705325,  0.23414642])"
289,991,2BIO1,M,"array([-0.21884632,  0.23154287])"
290,998,PC,M,"array([-0.15312209,  0.37643713])"
291,1067,MP*2,M,"array([-0.1424845,  0.2568298])"
292,1201,MP*2,F,"array([-0.17335919,  0.2495644 ])"
293,1204,MP*2,M,"array([-0.17055348,  0.23943457])"
294,1212,MP*2,M,"array([-0.163874  ,  0.25753155])"
295,1214,MP*2,M,"array([-0.17480803,  0.25657191])"
296,1216,MP*2,M,"array([-0.16416245,  0.2819545 ])"
297,1218,MP*2,M,"array([-0.14913357,  0.27235882])"
298,1228,MP*2,M,"array([-0.14022925,  0.26996167])"
299,1232,MP*2,M,"array([-0.1411836 ,  0.27927384])"
300,1237,MP*2,M,"array([-0.16596709,  0.24425365])"
301,1238,MP*2,M,"array([-0.13086237,  0.26364365])"
302,1260,MP*2,M,"array([-0.1218049 ,  0.26918327])"
303,1295,MP*2,M,"array([-0.16953565,  0.26475287])"
304,1320,MP*2,M,"array([-0.14319805,  0.24608355])"
305,1324,MP*2,M,"array([-0.14897801,  0.2588895 ])"
306,1332,MP*2,F,"array([-0.13544338,  0.25512272])"
307,1336,MP*2,M,"array([-0.15478007,  0.23548769])"
308,1339,MP*2,M,"array([-0.17664283,  0.26979978])"
309,1342,MP*2,F,"array([-0.16538263,  0.25142725])"
310,1345,MP*2,M,"array([-0.15482128,  0.25604053])"
311,1359,MP*2,M,"array([-0.1588861 ,  0.24373162])"
312,1366,MP*2,M,"array([-0.16902891,  0.2130049 ])"
313,1383,MP*2,M,"array([-0.16496405,  0.22816635])"
314,1401,MP*2,M,"array([-0.15015148,  0.25099939])"
315,1412,MP*2,F,"array([-0.15322829,  0.24352464])"
316,1423,MP*2,M,"array([-0.15592903,  0.2757734 ])"
317,1485,MP*2,M,"array([-0.12883057,  0.27122404])"
318,1512,MP*2,M,"array([-0.16131982,  0.27012455])"
319,1518,MP*2,M,"array([-0.14262115,  0.26490208])"
320,1519,MP*2,M,"array([-0.1556428 ,  0.22100687])"
321,1543,MP*2,M,"array([-0.12559917,  0.25968714])"
322,1594,MP*2,F,"array([-0.16209716,  0.26494284])"
323,1784,MP*2,M,"array([-0.12977382,  0.27958376])"
324,1805,MP*2,M,"array([-0.17231973,  0.2762377 ])"
325,1819,MP*2,M,"array([-0.14886413,  0.2835967 ])"
326,1828,MP*2,M,"array([-0.15463525,  0.26478826])"
327,1870,MP*2,M,"array([-0.14839949,  0.20585178])"
328,1894,MP*2,F,"array([-0.14416052,  0.23228214])"
