# index, id, class, gender, _pos
34,89,PC,M,"array([ 2.91088507, 59.91345273])"
35,90,PSI*,M,"array([ 42.63057083, -53.8040092 ])"
36,92,PC,M,"array([ 20.52036866, -19.90883051])"
37,101,2BIO3,F,"array([19.44827855,  8.36869649])"
38,103,MP*1,M,"array([ -7.6997708 , -61.23080318])"
39,106,2BIO3,F,"array([-23.41521748, -10.89774575])"
40,111,2BIO1,F,"array([40.64416279, 36.43052771])"
41,115,PC*,M,"array([-26.39425348,  42.67680264])"
42,116,PC*,M,"array([68.59275484, 15.7991253 ])"
43,117,2BIO3,M,"array([8.80218219, 1.72571637])"
44,119,2BIO3,F,"array([21.99933883,  7.25309397])"
45,120,PC,F,"array([29.66702603, -9.99849303])"
46,122,2BIO3,F,"array([20.88670623, 10.18905481])"
47,124,2BIO1,F,"array([51.8954717 , -8.26461194])"
48,125,PSI*,F,"array([ 13.53531038, -16.93190584])"
49,131,PC*,M,"array([ 62.00772259, -32.09905136])"
50,132,2BIO3,F,"array([22.62427395,  9.33384105])"
51,134,PC,F,"array([25.49947947, -8.26072751])"
52,145,2BIO1,F,"array([13.67217822, 41.87503972])"
53,147,2BIO2,M,"array([17.39963634, -0.92696751])"
54,149,MP*1,M,"array([53.61024113, 18.53297962])"
55,151,MP,M,"array([  0.33365541, -14.80899956])"
56,156,MP,F,"array([-7.83901071, -4.93322623])"
57,159,MP,M,"array([ -5.20466191, -17.48370772])"
58,160,2BIO2,F,"array([66.24157982, -8.58731907])"
59,165,2BIO2,F,"array([-0.75096815,  9.13431861])"
60,170,2BIO3,F,"array([10.38520653, -4.49517723])"
61,171,2BIO2,M,"array([65.44796804, 24.07242217])"
62,172,PC,F,"array([  9.18840427, -63.77358234])"
63,173,2BIO2,F,"array([ 9.07114649, -9.59156989])"
64,176,PC*,F,"array([ 43.46957796, -46.32614966])"
65,177,2BIO1,F,"array([ 54.53654067, -17.98628066])"
66,179,2BIO3,F,"array([-4.8424982 , 59.65064346])"
67,181,PC*,M,"array([-0.23010482, 52.98898069])"
68,184,2BIO2,M,"array([22.40799825,  1.13327785])"
69,185,PC*,M,"array([50.9909922 ,  6.05653487])"
70,190,PC*,M,"array([13.98659875, -8.73773479])"
71,194,PC,M,"array([-32.54041432, -28.85663576])"
72,196,2BIO3,M,"array([8.17946368, 4.41759618])"
73,199,2BIO3,F,"array([-20.12489989,  33.06200803])"
74,200,PC,M,"array([ 29.3452755, -18.5363699])"
75,201,MP,M,"array([  3.29193931, -17.69736661])"
76,202,2BIO3,F,"array([15.75717653, -2.90704413])"
77,205,2BIO3,M,"array([ 8.39809766, -4.38402045])"
78,209,PC*,Unknown,"array([ 35.57258519, -49.93336599])"
79,210,PC,F,"array([-13.27911565,  49.18249516])"
80,211,PC,F,"array([ 25.77682699, -21.44308678])"
81,213,PC*,F,"array([ 14.85688709, -11.42712679])"
82,214,PC*,F,"array([16.24801406, -9.04689089])"
83,219,MP,M,"array([ 13.18558109, -25.68155037])"
84,220,MP,M,"array([46.0202249 , 31.11515652])"
85,222,PC*,F,"array([11.13478366,  2.90914262])"
86,226,2BIO2,F,"array([-38.18759677,  11.41181784])"
87,227,PSI*,M,"array([-15.3121767 , -58.41508191])"
88,232,PC,F,"array([ 24.67735116, -11.46585072])"
89,236,MP*1,M,"array([25.78684508, 39.63773057])"
90,239,2BIO2,F,"array([ 50.07264483, -39.20827708])"
91,240,2BIO3,F,"array([23.70651735,  6.68793631])"
92,241,PSI*,M,"array([27.51264926, 51.01903639])"
93,242,PC,F,"array([ 23.67873538, -21.82109918])"
94,243,MP,Unknown,"array([29.515966  , 44.69343031])"
95,245,MP,F,"array([  5.78986245, -17.89353974])"
96,246,PSI*,M,"array([-40.09633061,  38.35602452])"
97,248,PSI*,M,"array([ 6.64874123, -5.9661663 ])"
98,252,2BIO3,F,"array([10.18612505,  1.17624611])"
99,253,PC,M,"array([42.85971065, 24.63320307])"
100,254,PC*,M,"array([ 10.45070181, -50.55079196])"
101,255,2BIO3,F,"array([23.11651361, 16.70689478])"
102,256,PC*,M,"array([-53.22681189,   7.30194897])"
103,257,2BIO2,F,"array([8.55807173, 8.44356235])"
104,258,PC*,F,"array([-2.49983503, 27.07189579])"
105,265,2BIO3,F,"array([ 6.4668393 , -0.60218237])"
106,267,PC*,M,"array([-45.76575635,   9.89255511])"
107,268,2BIO2,F,"array([7.52290101, 6.45795416])"
108,269,PC*,M,"array([-23.27992612,  27.36194987])"
109,272,2BIO3,F,"array([12.71933133, -2.36940785])"
110,274,MP*1,M,"array([ 69.34669152, -15.35194901])"
111,275,2BIO3,F,"array([24.44019473, 20.54001308])"
112,276,PC*,M,"array([35.91894245, 48.63330258])"
113,277,MP*1,F,"array([ -1.60921509, -15.0203391 ])"
114,279,MP*1,M,"array([-41.09233281,   4.64271445])"
115,280,MP*1,F,"array([-12.78493282,  42.15086472])"
116,285,PC,F,"array([27.69642881, -9.67734124])"
117,290,MP*1,M,"array([14.48844117, 48.20455977])"
118,295,2BIO2,F,"array([-41.86614821,  -9.45647   ])"
119,306,PSI*,M,"array([-35.50766308,  -8.10943634])"
120,311,PC,M,"array([ -2.48838332, -55.09241339])"
121,312,2BIO2,F,"array([24.1476435 , 23.74430938])"
122,322,PC,M,"array([ -6.39112833, -38.83161741])"
123,325,PSI*,M,"array([  9.3296894 , -19.25623114])"
124,327,2BIO2,M,"array([20.13750817,  1.38218206])"
125,333,PSI*,F,"array([-27.92170315,   2.5695222 ])"
126,335,PC*,M,"array([ 21.47591942, -12.51120035])"
127,339,2BIO2,F,"array([-1.06137344, 39.97027627])"
128,343,PC*,F,"array([15.30191652,  7.49327743])"
129,346,2BIO3,F,"array([  0.47004722, -62.77321668])"
130,353,2BIO2,M,"array([17.93792803,  4.46099172])"
131,356,PC*,M,"array([53.85887969, -0.27802599])"
132,364,2BIO3,F,"array([11.32789021,  5.54658949])"
133,366,MP*1,M,"array([ 19.44574078, -51.56157576])"
134,372,2BIO2,M,"array([34.31609422, 55.69743757])"
135,374,2BIO3,F,"array([ 46.40455224, -32.63145898])"
136,376,MP*1,M,"array([-5.48430137, 21.2841894 ])"
137,382,PC*,M,"array([-44.46956082,  17.00909649])"
138,387,MP*1,M,"array([-45.98364656, -14.53041564])"
139,388,PC,F,"array([23.4862432 , -9.76540503])"
140,390,PC*,M,"array([-29.08835584,  -4.69076969])"
141,391,MP*1,F,"array([ 15.2868603 , -44.37970604])"
142,400,2BIO1,F,"array([-7.38994325, 37.12908919])"
143,407,2BIO2,M,"array([17.43559289,  0.69038111])"
144,413,PC,M,"array([-53.35933256, -11.33087628])"
145,420,MP,Unknown,"array([ 50.91626736, -24.91062935])"
146,424,PSI*,M,"array([ -4.75245937, -47.51317294])"
147,425,2BIO3,F,"array([20.44126178,  6.985327  ])"
148,428,2BIO1,M,"array([32.26040771, 36.24560706])"
149,429,2BIO2,M,"array([21.07092044,  3.08779804])"
150,434,PSI*,F,"array([-23.85433305, -47.87368522])"
151,435,MP*1,M,"array([-24.3438728 , -30.49638924])"
152,438,MP*1,M,"array([-36.73427686, -35.01996045])"
153,440,PSI*,F,"array([  7.07603633, -23.11437164])"
154,441,2BIO2,F,"array([18.70814527,  2.26912904])"
155,443,2BIO1,F,"array([48.26371677, 37.79691776])"
156,445,MP*1,M,"array([ 62.01742853, -18.1750687 ])"
157,446,PSI*,M,"array([19.16171032, 38.27597658])"
158,447,2BIO3,F,"array([22.48506503,  5.20012658])"
159,448,PC,M,"array([50.26669423, 25.04866811])"
160,450,PC,F,"array([43.61483263,  7.83351706])"
161,452,PSI*,M,"array([  6.46611727, -14.51918949])"
162,453,PC,M,"array([60.79798671, 17.68800154])"
163,454,MP,F,"array([-30.62233585,  10.09907407])"
164,464,2BIO2,F,"array([-35.47347856, -22.35137869])"
165,465,2BIO1,F,"array([2.66728376, 0.00673518])"
166,466,MP*1,M,"array([-1.53992804, 33.42032557])"
167,468,PC,F,"array([ 22.12999471, -18.03263612])"
168,471,2BIO1,F,"array([49.17146335, -7.69376395])"
169,475,2BIO1,M,"array([ 37.7992055 , -33.89064215])"
170,477,2BIO2,M,"array([ 6.64599451, 52.24425023])"
171,478,2BIO2,F,"array([63.51698874, 10.11842645])"
172,480,PC,M,"array([ 33.10229656, -19.38787959])"
173,484,MP*1,M,"array([-48.14677313,  -5.96015737])"
174,486,2BIO1,F,"array([-0.37973639, -0.96485136])"
175,487,2BIO1,F,"array([-27.4680604 , -24.29477351])"
176,488,PC,M,"array([28.04892872, -6.71584508])"
177,489,2BIO1,F,"array([-13.55557357,  35.02951537])"
178,491,PSI*,F,"array([ 14.70508004, -23.03948663])"
179,492,PC,M,"array([24.73210837, -5.49138068])"
180,494,2BIO3,M,"array([ 7.78054891, -1.66408054])"
181,496,PC,M,"array([22.07005214, -8.12682025])"
182,497,MP*1,M,"array([-15.66792228,  28.25080229])"
183,498,2BIO1,F,"array([2.02920101, 6.25113485])"
184,502,MP,F,"array([  0.54842176, -16.51726795])"
185,504,2BIO2,F,"array([-15.39610322, -30.55265489])"
186,510,MP*1,M,"array([-44.47387556, -34.57448921])"
187,513,MP*1,M,"array([-6.34111632, 44.57727915])"
188,520,MP,F,"array([ 15.21565715, -25.94541905])"
189,525,MP,F,"array([  5.24125505, -56.48590763])"
190,527,2BIO1,M,"array([-19.27504136,  39.85199976])"
191,531,2BIO1,F,"array([ 1.94199698, -4.88262628])"
192,533,PC*,M,"array([56.17281326, 11.7070129 ])"
193,544,2BIO2,M,"array([-27.10361079,  50.31074008])"
194,545,2BIO3,F,"array([19.93594998, -2.46142949])"
195,548,PC*,F,"array([ 26.83908624, -60.76985607])"
196,564,MP,M,"array([-0.8847033 , -4.25409079])"
197,576,MP,F,"array([ 16.51271178, -24.46685262])"
198,577,MP,F,"array([-4.22597287, -3.99839891])"
199,582,MP,M,"array([-36.8842207 ,  30.76732648])"
200,587,2BIO3,F,"array([ 8.10158624, -0.16425743])"
201,601,PC,F,"array([ 23.92941714, -13.336573  ])"
202,603,PC*,M,"array([ 19.34792602, -11.1657819 ])"
203,605,MP,M,"array([ 13.1212121 , -21.26346573])"
204,612,2BIO2,F,"array([26.6430144 , 22.87060621])"
205,615,PSI*,M,"array([ 29.45652792, -46.15495237])"
206,621,PC*,M,"array([ 13.18763604, -57.11260666])"
207,622,PSI*,M,"array([ 11.40251694, -18.18381889])"
208,624,PSI*,M,"array([ 11.08472368, -19.83552427])"
209,626,2BIO3,F,"array([ 51.26360822, -46.82701434])"
210,627,2BIO1,F,"array([17.91344256, 31.40372342])"
211,634,MP,M,"array([  2.63197802, -13.60672114])"
212,637,2BIO1,F,"array([ 33.99519613, -56.98700385])"
213,638,MP*1,M,"array([ 58.17525407, -25.03782082])"
214,640,MP,M,"array([ 22.74741902, -42.41574723])"
215,642,MP,M,"array([  0.36946629, -13.20502751])"
216,647,PSI*,F,"array([-29.33127152, -35.21594676])"
217,649,2BIO3,F,"array([-22.63102372,  -3.562934  ])"
218,650,2BIO1,F,"array([64.9711556 ,  1.20714435])"
219,653,2BIO3,M,"array([26.32863864, 58.44734332])"
220,655,MP*1,M,"array([46.19502235, 18.88133561])"
221,658,MP,M,"array([35.90771686, 41.54311681])"
222,674,2BIO1,F,"array([18.01250467, -4.1491779 ])"
223,677,2BIO1,M,"array([-18.90913645,  15.73090169])"
224,681,2BIO1,F,"array([ 43.8653439 , -26.49456781])"
225,687,MP,M,"array([-44.79183196,  31.4502011 ])"
226,691,MP,M,"array([  4.05094088, -11.49150201])"
227,694,MP,F,"array([-1.78477541, -6.8449489 ])"
228,702,MP*1,M,"array([11.80907143, 35.70490357])"
229,706,PC,F,"array([-20.51910549,   3.10614316])"
230,720,2BIO2,F,"array([-16.52063041, -50.21128212])"
231,725,2BIO1,M,"array([-19.85216849,  46.61186508])"
232,743,PC,M,"array([-42.67653131, -20.81779331])"
233,744,PC*,M,"array([-37.38994859, -15.3866783 ])"
234,751,PC,M,"array([-12.02932494,  16.29203134])"
235,753,MP,F,"array([  2.14347585, -19.88200138])"
236,763,2BIO2,F,"array([-23.04680421, -55.38199593])"
237,765,PC*,F,"array([ 19.80692566, -13.04762591])"
238,769,PSI*,M,"array([  9.47661915, -17.54493824])"
239,771,PC,M,"array([ 33.27045909, -21.87315466])"
240,777,MP*1,F,"array([ 5.59331134, 39.3189136 ])"
241,778,2BIO3,F,"array([-19.76605641,  54.32518484])"
242,779,2BIO3,F,"array([11.31200112, -3.14061434])"
243,784,PC*,F,"array([-25.22564719,  15.68334415])"
244,786,PC*,M,"array([-41.62865254,  -2.3950226 ])"
245,790,PSI*,M,"array([-16.59508182,   9.44652509])"
246,791,PC,M,"array([ 0.70691507, 46.26489216])"
247,797,PSI*,F,"array([ 10.04735827, -22.04917609])"
248,798,PSI*,M,"array([ 16.96356632, -17.69281692])"
249,809,2BIO1,F,"array([48.89729073, 12.72726589])"
250,826,PC,M,"array([-39.46858251, -42.30467589])"
251,836,PC*,F,"array([-33.89550253,  44.70698592])"
252,841,MP*1,M,"array([36.71942347, 22.06304555])"
253,843,PC*,F,"array([70.43355654,  6.5839458 ])"
254,845,PC,F,"array([ 25.23572646, -19.09717524])"
255,854,2BIO1,F,"array([-31.87376313,  16.58944143])"
256,857,2BIO1,F,"array([6.34441531, 2.18565093])"
257,859,2BIO1,M,"array([-54.53278438,  -1.75379311])"
258,866,MP,M,"array([  2.03777759, -15.9287949 ])"
259,867,PC*,F,"array([12.59865183,  8.42843681])"
260,869,MP,M,"array([  3.91412306, -14.79489324])"
261,871,2BIO3,M,"array([58.70048107,  4.68500441])"
262,874,MP,F,"array([13.01997792, 54.72814446])"
263,882,PC,M,"array([42.99833308, 51.31080522])"
264,883,2BIO3,F,"array([ 7.66233141, -3.37410988])"
265,884,2BIO2,F,"array([15.19012704,  2.27228227])"
266,886,2BIO2,F,"array([21.39339021, 45.27667484])"
267,893,PSI*,M,"array([-47.69759494,   2.04140412])"
268,894,2BIO3,F,"array([ 9.23408857, -2.45077302])"
269,908,MP*1,F,"array([-30.25838499, -18.15327264])"
270,909,PSI*,M,"array([-20.34473788, -35.94008481])"
271,917,PSI*,M,"array([-40.12104433, -27.95539143])"
272,920,PSI*,F,"array([  6.40837714, -26.28590689])"
273,921,PSI*,F,"array([-51.84079538,  15.45592441])"
274,923,PC*,M,"array([-33.59529885,  24.00171607])"
275,927,2BIO1,F,"array([ 53.8823381 , -31.83457073])"
276,938,PC*,M,"array([-31.24848555, -50.03102967])"
277,939,2BIO3,M,"array([32.30105516, 29.5637013 ])"
278,941,PC*,F,"array([-19.23367789,  22.02420967])"
279,945,2BIO1,F,"array([ -9.66759489, -52.87852842])"
280,954,2BIO1,F,"array([10.16901427, 61.37788616])"
281,958,MP*1,F,"array([60.00485716, -4.1113115 ])"
282,959,PSI*,M,"array([  7.81441797, -20.29079237])"
283,960,PSI*,M,"array([ 14.35966405, -19.07177034])"
284,970,2BIO1,F,"array([ 50.04275426, -10.28320762])"
285,974,MP*1,M,"array([ 22.14170571, -52.06663639])"
286,977,PSI*,M,"array([ 30.32386854, -38.51716676])"
287,979,2BIO2,Unknown,"array([ 5.25276007, 32.69615645])"
288,984,2BIO1,F,"array([45.91489963,  0.28013805])"
289,991,2BIO1,M,"array([-29.72506711,  29.71508376])"
290,998,PC,M,"array([11.40501703, 28.50661877])"
291,1067,MP*2,M,"array([-19.96832839, -24.71376417])"
292,1201,MP*2,F,"array([-32.22087267, -42.49091658])"
293,1204,MP*2,M,"array([53.40605674, 31.65607633])"
294,1212,MP*2,M,"array([-34.42307479,   5.1512123 ])"
295,1214,MP*2,M,"array([50.33443296, 45.37525211])"
296,1216,MP*2,M,"array([-30.20229744, -11.80782833])"
297,1218,MP*2,M,"array([-41.14863413,  24.6069703 ])"
298,1228,MP*2,M,"array([-3.01418046, -9.471443  ])"
299,1232,MP*2,M,"array([ 59.45042488, -11.67693512])"
300,1237,MP*2,M,"array([ 46.95929678, -18.36469733])"
301,1238,MP*2,M,"array([-48.85412475,  23.67108752])"
302,1260,MP*2,M,"array([61.35906067, 31.81873396])"
303,1295,MP*2,M,"array([ 7.62645086, 45.48639293])"
304,1320,MP*2,M,"array([-26.94997831,  22.0435091 ])"
305,1324,MP*2,M,"array([-11.16564315, -44.81348042])"
306,1332,MP*2,F,"array([  2.18267127, -11.33534339])"
307,1336,MP*2,M,"array([18.59433041, 60.17850878])"
308,1339,MP*2,M,"array([-25.19680232, -40.92698097])"
309,1342,MP*2,F,"array([-12.93110395, -37.05672694])"
310,1345,MP*2,M,"array([ 57.62791553, -39.36464558])"
311,1359,MP*2,M,"array([-34.89243966,  -1.28914625])"
312,1366,MP*2,M,"array([57.57382424, 24.92388072])"
313,1383,MP*2,M,"array([ 42.70692222, -39.07225854])"
314,1401,MP*2,M,"array([ 0.33574379, -8.84628215])"
315,1412,MP*2,F,"array([-6.77121993, 51.49083037])"
316,1423,MP*2,M,"array([40.52552425, 15.06535948])"
317,1485,MP*2,M,"array([ 24.97731814, -52.59735193])"
318,1512,MP*2,M,"array([20.50690899, 52.42271782])"
319,1518,MP*2,M,"array([-47.92537319, -27.02017983])"
320,1519,MP*2,M,"array([ -3.69103076, -11.43367205])"
321,1543,MP*2,M,"array([ 18.58712928, -62.45292056])"
322,1594,MP*2,F,"array([ -8.13956862, -10.58157161])"
323,1784,MP*2,M,"array([  7.52955895, -43.90209158])"
324,1805,MP*2,M,"array([-8.60747771, 29.94075924])"
325,1819,MP*2,M,"array([-32.67159819,  36.98926335])"
326,1828,MP*2,M,"array([ -8.00413597, -12.87953653])"
327,1870,MP*2,M,"array([38.6366889 , 30.05493549])"
328,1894,MP*2,F,"array([71.20486893, -3.16952861])"
